set,clip,tier,scenario,motion,n_fires,false_fires,car_lead,car_oracle
val,fold2_room1_mix153,critical,normal,walk,4,0,6.41,7.109999999999999
val,fold2_room1_mix154,critical,normal,walk,5,0,0.6499999999999986,1.4499999999999993
val,fold2_room1_mix155,safe,normal,static,3,0,5.43,6.430000000000001
val,fold2_room1_mix156,caution,normal,static,3,0,,1.96
val,fold2_room1_mix157,critical,normal,walk,4,0,5.08,7.08
val,fold2_room1_mix158,safe,normal,static,2,0,2.9800000000000004,3.68
val,fold2_room1_mix159,critical,normal,static,4,0,6.4,7.4
val,fold2_room1_mix160,critical,normal,walk,2,0,7.720000000000001,8.72
val,fold2_room1_mix161,critical,normal,walk,5,0,6.3,7.3
val,fold2_room1_mix162,caution,normal,static,2,0,6.78,7.680000000000001
val,fold2_room1_mix163,caution,normal,walk,6,0,6.06,6.96
val,fold2_room1_mix164,critical,normal,static,3,0,7.91,8.81
val,fold2_room1_mix165,caution,normal,walk,5,0,6.86,7.760000000000001
val,fold2_room1_mix166,safe,normal,walk,1,0,5.27,5.17
val,fold2_room1_mix167,safe,normal,walk,1,0,5.279999999999999,6.28
val,fold2_room1_mix168,critical,normal,static,4,0,,1.5599999999999996
val,fold2_room1_mix169,critical,normal,walk,2,0,5.45,6.3500000000000005
val,fold2_room1_mix170,caution,normal,static,2,0,6.3,7.2
val,fold2_room1_mix171,safe,normal,walk,4,0,6.18,7.08
val,fold2_room1_mix172,caution,normal,static,2,0,5.58,6.48
val,fold2_room1_mix173,safe,normal,walk,3,0,7.370000000000001,8.270000000000001
val,fold2_room1_mix174,caution,normal,static,1,0,0.6699999999999999,1.5700000000000003
val,fold2_room1_mix175,critical,normal,static,6,0,6.59,7.59
val,fold2_room1_mix176,critical,normal,static,1,0,4.33,5.03
val,fold2_room1_mix177,caution,normal,static,3,0,0.5099999999999998,1.9099999999999993
val,fold2_room1_mix178,caution,normal,walk,3,0,5.91,6.8100000000000005
val,fold2_room1_mix179,critical,normal,static,3,0,5.57,6.470000000000001
val,fold2_room1_mix180,safe,normal,walk,2,0,7.700000000000001,8.600000000000001
val,fold2_room1_mix181,caution,normal,walk,5,0,4.64,4.9399999999999995
val,fold2_room1_mix182,safe,normal,static,4,0,7.360000000000001,8.360000000000001
val,fold2_room1_mix183,critical,normal,walk,4,0,6.65,7.65
val,fold2_room1_mix184,safe,normal,static,1,0,6.0,7.0
val,fold2_room1_mix185,critical,normal,walk,1,0,1.4000000000000004,2.3
val,fold2_room1_mix186,safe,normal,static,4,0,7.620000000000001,8.620000000000001
val,fold2_room1_mix187,safe,normal,walk,2,0,5.34,6.24
val,fold2_room1_mix188,safe,normal,static,3,0,3.299999999999999,5.199999999999999
val,fold2_room1_mix189,caution,normal,walk,3,0,,2.5699999999999994
val,fold2_room1_mix190,safe,normal,walk,5,0,7.450000000000001,8.350000000000001
val,fold2_room1_mix191,caution,normal,static,3,0,5.85,6.75
val,fold2_room1_mix192,caution,normal,walk,4,0,7.370000000000001,8.370000000000001
val,fold2_room1_mix193,critical,normal,walk,2,0,3.3000000000000007,4.800000000000001
val,fold2_room1_mix194,safe,normal,static,4,0,7.83,8.83
val,fold2_room1_mix195,caution,normal,walk,4,0,2.420000000000001,3.3200000000000003
val,fold2_room1_mix196,critical,normal,static,2,0,,2.5600000000000005
val,fold2_room1_mix197,caution,normal,static,3,0,3.58,4.48
val,fold2_room1_mix198,safe,normal,walk,5,0,7.0,7.8999999999999995
val,fold2_room1_mix199,critical,normal,walk,2,0,7.75,8.65
val,fold2_room1_mix200,safe,normal,walk,3,0,6.17,8.17
val,fold2_room1_mix201,critical,normal,walk,3,0,6.800000000000001,7.800000000000001
val,fold2_room1_mix202,caution,normal,static,6,0,7.0600000000000005,7.96
val,fold2_room1_mix203,caution,normal,walk,2,0,6.55,7.45
val,fold2_room1_mix204,critical,normal,walk,1,0,2.9699999999999998,3.6699999999999995
val,fold2_room1_mix205,safe,normal,static,3,0,5.91,6.01
val,fold2_room1_mix206,critical,normal,static,2,0,5.51,6.41
val,fold2_room1_mix207,safe,normal,walk,3,0,4.03,5.23
val,fold2_room1_mix208,safe,normal,static,3,0,5.470000000000001,6.37
val,fold2_room1_mix209,critical,normal,static,5,0,5.9399999999999995,6.84
val,fold2_room1_mix210,critical,normal,walk,4,0,6.300000000000001,7.300000000000001
val,fold2_room1_mix211,caution,normal,walk,3,0,5.28,6.180000000000001
val,fold2_room1_mix212,critical,normal,static,6,0,-1.58,1.8200000000000003
val,fold2_room1_mix213,safe,normal,static,3,0,3.37,4.57
val,fold2_room1_mix214,safe,normal,static,2,0,,1.6600000000000001
val,fold2_room1_mix215,safe,normal,static,1,0,-0.41999999999999993,1.6800000000000006
val,fold2_room1_mix216,safe,normal,walk,5,0,5.15,6.15
val,fold2_room1_mix217,safe,normal,walk,5,0,7.109999999999999,8.01
val,fold2_room1_mix218,caution,normal,walk,3,0,0.8100000000000005,1.5100000000000007
val,fold2_room1_mix219,safe,normal,static,4,0,5.869999999999999,6.87
val,fold2_room1_mix220,caution,normal,static,2,0,5.300000000000001,6.300000000000001
val,fold2_room1_mix221,critical,normal,static,3,0,5.13,6.13
val,fold2_room1_mix222,caution,normal,walk,5,0,7.6899999999999995,8.69
val,fold2_room1_mix223,critical,normal,walk,6,0,6.369999999999999,7.27
val,fold2_room1_mix224,critical,normal,walk,1,0,5.26,6.260000000000001
val,fold2_room1_mix225,critical,normal,static,3,0,5.94,6.94
val,fold2_room1_mix226,caution,normal,walk,2,0,6.77,7.67
val,fold2_room1_mix227,critical,normal,static,4,0,5.04,5.94
val,fold2_room1_mix228,critical,normal,static,3,0,2.0600000000000005,2.8600000000000003
val,fold2_room1_mix229,safe,normal,static,2,0,6.700000000000001,7.500000000000001
val,fold2_room1_mix230,caution,normal,walk,3,0,7.68,8.58
val,fold2_room1_mix231,safe,normal,walk,4,0,1.8500000000000005,2.8500000000000005
val,fold2_room1_mix232,safe,normal,static,5,0,5.24,6.140000000000001
val,fold2_room1_mix233,critical,normal,static,5,0,0.7800000000000002,1.58
val,fold2_room1_mix234,critical,normal,static,3,0,3.01,4.31
val,fold2_room1_mix235,safe,normal,walk,1,0,6.130000000000001,7.130000000000001
val,fold2_room1_mix236,safe,normal,static,3,0,,0.9299999999999997
val,fold2_room1_mix237,critical,normal,walk,2,0,5.19,6.090000000000001
