set,clip,tier,scenario,motion,n_fires,false_fires,car_lead,car_oracle
val,fold2_room1_mix0372,na,v11core,walk,0,0,,
val,fold2_room1_mix0373,caution,v11core,static,4,0,6.92,7.819999999999999
val,fold2_room1_mix0374,na,v11core,walk,4,0,,
val,fold2_room1_mix0375,caution,v11core,walk,5,0,,3.5500000000000007
val,fold2_room1_mix0376,caution,v11core,static,5,0,5.33,6.2299999999999995
val,fold2_room1_mix0377,critical,v11core,static,1,0,1.0599999999999996,2.1599999999999993
val,fold2_room1_mix0378,safe,v11core,walk,1,0,5.55,6.45
val,fold2_room1_mix0379,caution,v11core,walk,7,0,5.0,6.0
val,fold2_room1_mix0380,caution,v11core,static,2,0,5.180000000000001,6.180000000000001
val,fold2_room1_mix0381,caution,v11core,walk,4,0,6.640000000000001,7.94
val,fold2_room1_mix0382,na,v11core,walk,0,0,,
val,fold2_room1_mix0383,critical,v11core,static,2,0,1.5300000000000002,1.83
val,fold2_room1_mix0384,critical,v11core,static,1,0,3.83,5.03
val,fold2_room1_mix0385,caution,v11core,static,2,0,5.19,5.29
val,fold2_room1_mix0386,caution,v11core,walk,4,0,7.140000000000001,8.14
val,fold2_room1_mix0387,safe,v11core,static,1,0,2.01,2.21
val,fold2_room1_mix0388,safe,v11core,walk,1,0,5.380000000000001,4.78
val,fold2_room1_mix0389,critical,v11core,walk,6,0,1.1999999999999993,2.0
val,fold2_room1_mix0390,na,v11core,static,0,0,,
val,fold2_room1_mix0391,na,v11core,walk,3,0,,
val,fold2_room1_mix0392,critical,v11core,static,1,0,2.62,3.2199999999999998
val,fold2_room1_mix0393,safe,v11core,walk,1,0,2.26,3.76
val,fold2_room1_mix0394,caution,v11core,walk,2,0,5.59,6.89
val,fold2_room1_mix0395,critical,v11core,static,3,0,6.93,7.829999999999999
val,fold2_room1_mix0396,critical,v11core,walk,2,0,4.86,5.460000000000001
val,fold2_room1_mix0397,caution,v11core,walk,3,0,1.29,2.09
val,fold2_room1_mix0398,safe,v11core,walk,2,0,6.75,7.75
val,fold2_room1_mix0399,critical,v11core,walk,2,0,5.699999999999999,6.6
val,fold2_room1_mix0400,safe,v11core,walk,2,0,6.459999999999999,7.46
val,fold2_room1_mix0401,critical,v11core,walk,1,0,1.2599999999999998,2.0599999999999996
val,fold2_room1_mix0402,na,v11core,walk,1,0,,
val,fold2_room1_mix0403,critical,v11core,walk,2,0,6.77,5.27
val,fold2_room1_mix0404,caution,v11core,static,3,0,1.8900000000000006,2.7900000000000005
val,fold2_room1_mix0405,safe,v11core,static,3,0,3.9699999999999998,4.87
val,fold2_room1_mix0406,safe,v11core,walk,2,0,4.08,3.08
val,fold2_room1_mix0407,critical,v11core,walk,5,0,6.98,7.88
val,fold2_room1_mix0408,caution,v11core,static,2,0,6.1,7.1
val,fold2_room1_mix0409,safe,v11core,static,2,0,5.699999999999999,7.0
val,fold2_room1_mix0410,na,v11core,walk,0,0,,
val,fold2_room1_mix0411,caution,v11core,walk,2,0,4.09,4.89
val,fold2_room1_mix0412,na,v11core,static,0,0,,
val,fold2_room1_mix0413,na,v11core,static,2,0,,
val,fold2_room1_mix0414,critical,v11core,walk,6,0,3.13,4.33
val,fold2_room1_mix0415,critical,v11core,static,5,0,4.55,4.65
val,fold2_room1_mix0416,safe,v11core,walk,5,0,6.44,7.340000000000001
val,fold2_room1_mix0417,na,v11core,static,0,0,,
val,fold2_room1_mix0418,safe,v11core,walk,1,0,5.16,1.5599999999999996
val,fold2_room1_mix0419,caution,v11core,static,2,0,7.870000000000001,8.870000000000001
val,fold2_room1_mix0420,critical,v11core,static,3,0,4.07,4.77
val,fold2_room1_mix0421,safe,v11core,walk,5,0,6.83,7.7299999999999995
val,fold2_room1_mix0422,critical,v11core,walk,6,0,7.42,8.52
val,fold2_room1_mix0423,safe,v11core,static,2,0,5.03,6.23
val,fold2_room1_mix0424,caution,v11core,static,3,0,5.79,6.69
val,fold2_room1_mix0425,na,v11core,static,2,0,,
val,fold2_room1_mix0426,safe,v11core,static,1,0,,1.4100000000000001
val,fold2_room1_mix0427,na,v11core,static,5,0,,
val,fold2_room1_mix0428,caution,v11core,walk,2,0,4.71,5.91
val,fold2_room1_mix0429,critical,v11core,walk,2,0,7.390000000000001,2.8900000000000006
val,fold2_room1_mix0430,critical,v11core,walk,1,0,1.62,2.6199999999999997
val,fold2_room1_mix0431,caution,v11core,walk,1,0,1.67,2.4700000000000006
val,fold2_room1_mix0432,critical,v11core,static,2,0,5.38,6.58
val,fold2_room1_mix0433,caution,v11core,static,2,0,7.04,8.54
val,fold2_room1_mix0434,caution,v11core,walk,2,0,5.77,6.77
val,fold2_room1_mix0435,caution,v11core,static,2,0,5.24,6.04
val,fold2_room1_mix0436,na,v11core,static,0,0,,
val,fold2_room1_mix0437,critical,v11core,static,2,0,7.130000000000001,8.030000000000001
val,fold2_room1_mix0438,critical,v11core,static,2,0,7.279999999999999,8.18
val,fold2_room1_mix0439,na,v11core,walk,0,0,,
val,fold2_room1_mix0440,critical,v11core,walk,2,0,6.47,7.069999999999999
val,fold2_room1_mix0441,safe,v11core,static,3,0,6.720000000000001,7.62
val,fold2_room1_mix0442,caution,v11core,static,5,0,7.82,8.82
val,fold2_room1_mix0443,caution,v11core,static,1,0,1.8099999999999996,2.8099999999999996
val,fold2_room1_mix0444,caution,v11core,walk,1,0,5.52,6.52
val,fold2_room1_mix0445,critical,v11core,walk,4,0,3.04,2.04
val,fold2_room1_mix0446,safe,v11core,walk,3,0,-0.14000000000000057,1.2599999999999998
val,fold2_room1_mix0447,caution,v11core,walk,5,0,7.07,8.07
val,fold2_room1_mix0448,safe,v11core,walk,2,0,2.9000000000000004,3.0
val,fold2_room1_mix0449,safe,v11core,static,5,0,3.0600000000000005,3.9600000000000004
val,fold2_room1_mix0450,critical,v11core,walk,3,0,5.88,6.4799999999999995
val,fold2_room1_mix0451,caution,v11core,static,6,0,5.49,6.390000000000001
val,fold2_room1_mix0452,safe,v11core,static,2,0,4.56,5.56
val,fold2_room1_mix0453,safe,v11core,walk,4,0,5.32,6.220000000000001
val,fold2_room1_mix0454,safe,v11core,walk,1,0,5.92,6.82
val,fold2_room1_mix0455,critical,v11core,static,3,0,4.62,6.42
val,fold2_room1_mix0456,safe,v11core,static,1,0,1.2400000000000002,2.24
val,fold2_room1_mix0457,caution,v11core,static,1,0,1.2000000000000002,2.0
val,fold2_room1_mix0458,safe,v11core,walk,3,0,7.18,8.08
val,fold2_room1_mix0459,critical,v11core,walk,2,0,4.210000000000001,2.91
val,fold2_room1_mix0460,safe,v11core,static,4,0,7.01,8.01
val,fold2_room1_mix0461,safe,v11core,walk,2,0,,0.7300000000000004
val,fold2_room1_mix0462,caution,v11core,static,5,0,2.4799999999999995,3.4799999999999995
val,fold2_room1_mix0463,safe,v11core,static,2,0,-0.46000000000000085,0.6399999999999997
val,fold2_room1_mix0464,caution,v11core,walk,3,0,5.41,6.3100000000000005
val,fold2_room1_mix0465,na,v11core,static,2,0,,
val,fold2_room1_mix0466,safe,v11core,static,5,0,5.35,5.85
val,fold2_room1_mix0467,caution,v11core,static,4,0,7.57,8.47
val,fold2_room1_mix0468,critical,v11core,walk,1,0,3.380000000000001,3.9800000000000004
val,fold2_room1_mix0469,critical,v11core,walk,3,0,5.08,5.88
val,fold2_room1_mix0470,caution,v11core,walk,3,0,3.6399999999999997,4.64
val,fold2_room1_mix0471,critical,v11core,walk,1,0,7.26,8.06
val,fold2_room1_mix0472,safe,v11core,walk,1,0,1.9799999999999995,2.7799999999999994
val,fold2_room1_mix0473,caution,v11core,walk,1,0,3.3999999999999995,2.8
val,fold2_room1_mix0474,caution,v11core,walk,3,0,2.9000000000000004,5.1
val,fold2_room1_mix0475,na,v11core,walk,3,0,,
val,fold2_room1_mix0476,critical,v11core,walk,2,0,1.33,1.83
val,fold2_room1_mix0477,caution,v11core,walk,2,0,7.8100000000000005,8.71
val,fold2_room1_mix0478,na,v11core,walk,6,0,,
val,fold2_room1_mix0479,safe,v11core,static,1,0,5.17,6.069999999999999
val,fold2_room1_mix0480,caution,v11core,walk,1,0,1.13,2.2300000000000004
val,fold2_room1_mix0481,safe,v11core,walk,1,0,3.5,4.5
val,fold2_room1_mix0482,caution,v11core,walk,2,0,2.45,2.6500000000000004
val,fold2_room1_mix0483,caution,v11core,static,1,0,4.55,5.65
val,fold2_room1_mix0484,caution,v11core,static,3,0,1.4000000000000004,2.3000000000000007
val,fold2_room1_mix0485,na,v11core,walk,0,0,,
val,fold2_room1_mix0486,safe,v11core,walk,3,0,3.79,1.29
val,fold2_room1_mix0487,safe,v11core,static,1,0,3.74,4.74
val,fold2_room1_mix0488,caution,v11core,static,4,0,4.18,5.18
val,fold2_room1_mix0489,na,v11core,static,0,0,,
val,fold2_room1_mix0490,safe,v11core,walk,3,0,7.49,8.49
val,fold2_room1_mix0491,critical,v11core,static,1,0,2.16,2.96
val,fold2_room1_mix0492,safe,v11core,static,5,0,5.37,6.2700000000000005
val,fold2_room1_mix0493,caution,v11core,walk,2,0,6.23,7.43
val,fold2_room1_mix0494,safe,v11core,static,4,0,6.98,7.98
val,fold2_room1_mix0495,critical,v11core,static,1,0,3.86,4.86
val,fold2_room1_mix0496,safe,v11core,walk,5,0,4.81,1.4099999999999993
val,fold2_room1_mix0497,safe,v11core,static,1,0,6.03,6.930000000000001
val,fold2_room1_mix0498,na,v11core,static,1,0,,
val,fold2_room1_mix0499,safe,v11core,static,0,0,,1.7399999999999993
val,fold2_room1_mix0500,critical,v11core,static,1,0,1.4099999999999993,2.51
val,fold2_room1_mix0501,na,v11core,static,0,0,,
val,fold2_room1_mix0502,caution,v11core,walk,4,0,3.7700000000000005,5.17
val,fold2_room1_mix0503,na,v11core,walk,0,0,,
val,fold2_room1_mix0504,caution,v11core,static,2,0,5.85,6.85
val,fold2_room1_mix0505,na,v11core,static,0,0,,
val,fold2_room1_mix0506,critical,v11core,static,3,0,3.0199999999999996,3.9199999999999995
val,fold2_room1_mix0507,caution,v11core,walk,3,0,6.21,7.21
val,fold2_room1_mix0508,critical,v11core,static,1,0,1.7000000000000002,2.7
val,fold2_room1_mix0509,na,v11core,walk,0,0,,
val,fold2_room1_mix0510,critical,v11core,walk,3,0,1.2599999999999998,1.96
val,fold2_room1_mix0511,critical,v11core,static,1,0,2.039999999999999,2.84
val,fold2_room1_mix0512,caution,v11core,walk,3,0,5.37,6.2700000000000005
val,fold2_room1_mix0513,na,v11core,static,1,0,,
val,fold2_room1_mix0514,safe,v11core,walk,3,0,5.59,6.49
val,fold2_room1_mix0515,caution,v11core,static,4,0,4.48,5.380000000000001
val,fold2_room1_mix0516,safe,v11core,static,4,0,3.49,2.29
val,fold2_room1_mix0517,critical,v11core,walk,2,0,7.74,8.74
val,fold2_room1_mix0518,critical,v11core,walk,2,0,6.79,6.29
val,fold2_room1_mix0519,safe,v11core,static,2,0,4.58,5.58
val,fold2_room1_mix0520,na,v11core,static,0,0,,
val,fold2_room1_mix0521,safe,v11core,walk,1,0,5.300000000000001,5.7
val,fold2_room1_mix0522,caution,v11core,static,7,0,6.119999999999999,7.42
val,fold2_room1_mix0523,na,v11core,static,0,0,,
val,fold2_room1_mix0524,safe,v11core,walk,2,0,6.199999999999999,7.1
val,fold2_room1_mix0525,critical,v11core,walk,4,0,5.470000000000001,6.470000000000001
val,fold2_room1_mix0526,na,v11core,static,3,0,,
val,fold2_room1_mix0527,caution,v11core,static,2,0,2.7300000000000004,3.0300000000000002
val,fold2_room1_mix0528,safe,v11core,static,1,0,4.83,5.63
val,fold2_room1_mix0529,na,v11core,walk,5,0,,
val,fold2_room1_mix0530,na,v11core,walk,2,0,,
val,fold2_room1_mix0531,na,v11core,walk,4,0,,
val,fold2_room1_mix0532,safe,v11core,static,2,0,4.0,4.1000000000000005
val,fold2_room1_mix0533,safe,v11core,static,2,0,6.84,7.74
val,fold2_room1_mix0534,safe,v11core,walk,1,0,2.26,3.1599999999999993
val,fold2_room1_mix0535,na,v11core,static,2,0,,
val,fold2_room1_mix0536,safe,v11core,static,1,0,5.74,3.7399999999999998
val,fold2_room1_mix0537,critical,v11core,static,4,0,2.1000000000000005,2.9000000000000004
val,fold2_room1_mix0538,safe,v11core,static,3,0,2.3199999999999994,1.42
val,fold2_room1_mix0539,safe,v11core,walk,1,0,1.4000000000000004,2.3000000000000007
val,fold2_room1_mix0540,caution,v11core,static,2,0,4.77,5.7700000000000005
val,fold2_room1_mix0541,caution,v11core,static,4,0,6.14,7.14
val,fold2_room1_mix0542,caution,v11core,static,1,0,7.040000000000001,7.94
val,fold2_room1_mix0543,safe,v11core,walk,4,0,4.44,5.340000000000001
val,fold2_room1_mix0544,caution,v11core,walk,2,0,5.0600000000000005,2.460000000000001
val,fold2_room1_mix0545,safe,v11core,walk,2,0,7.869999999999999,8.77
val,fold2_room1_mix0546,safe,v11core,walk,1,0,2.86,3.46
val,fold2_room1_mix0547,critical,v11core,static,1,0,1.4500000000000002,2.55
val,fold2_room1_mix0548,caution,v11core,walk,1,0,1.8200000000000003,2.5200000000000005
val,fold2_room1_mix0549,caution,v11core,walk,3,0,6.529999999999999,7.53
val,fold2_room1_mix0550,critical,v11core,walk,4,0,7.260000000000001,8.260000000000002
val,fold2_room1_mix0551,critical,v11core,static,5,0,6.05,6.95
val,fold2_room1_mix0552,critical,v11core,static,4,0,7.0600000000000005,5.16
val,fold2_room1_mix0553,na,v11core,walk,0,0,,
val,fold2_room1_mix0554,safe,v11core,static,1,0,2.92,3.92
val,fold2_room1_mix0555,critical,v11core,walk,3,0,2.9699999999999998,4.27
val,fold2_room1_mix0556,critical,v11core,static,6,0,6.57,1.5700000000000003
val,fold2_room1_mix0557,safe,v11core,static,3,0,3.3,4.3
val,fold2_room1_mix0558,safe,v11core,walk,4,0,0.5,1.2000000000000002
val,fold2_room1_mix0559,safe,v11core,static,1,0,2.21,3.21
val,fold2_room1_mix0560,caution,v11core,static,2,0,6.32,7.12
val,fold2_room1_mix0561,caution,v11core,walk,4,0,3.4599999999999995,4.46
val,fold2_room1_mix0562,safe,v11core,static,4,0,2.6199999999999997,3.8199999999999994
val,fold2_room1_mix0563,caution,v11core,static,2,0,7.4399999999999995,8.34
val,fold2_room1_mix0564,critical,v11core,walk,4,0,5.05,5.95
val,fold2_room1_mix0565,safe,v11core,walk,1,0,5.9,6.800000000000001
val,fold2_room1_mix0566,safe,v11core,walk,2,0,6.83,7.7299999999999995
val,fold2_room1_mix0567,critical,v11core,static,7,0,5.989999999999999,7.89
val,fold2_room1_mix0568,critical,v11core,static,4,0,6.27,2.869999999999999
val,fold2_room1_mix0569,critical,v11core,walk,4,0,5.140000000000001,6.04
val,fold2_room1_mix0570,na,v11core,walk,0,0,,
val,fold2_room1_mix0571,safe,v11core,walk,5,0,5.59,6.69
val,fold2_room1_mix0572,critical,v11core,static,5,0,6.93,7.63
val,fold2_room1_mix0573,critical,v11core,walk,1,0,6.64,7.4399999999999995
val,fold2_room1_mix0574,critical,v11core,walk,1,0,1.8899999999999997,2.8899999999999997
val,fold2_room1_mix0575,caution,v11core,walk,2,0,5.76,6.66
val,fold2_room1_mix0576,caution,v11core,static,5,0,5.68,6.680000000000001
val,fold2_room1_mix0577,na,v11core,walk,0,0,,
val,fold2_room1_mix0578,critical,v11core,walk,2,0,6.86,4.0600000000000005
val,fold2_room1_mix0579,na,v11core,walk,3,0,,
val,fold2_room1_mix0580,na,v11core,walk,3,0,,
val,fold2_room1_mix0581,caution,v11core,walk,2,0,1.3599999999999994,2.1599999999999993
val,fold2_room1_mix0582,caution,v11core,walk,3,0,7.720000000000001,8.620000000000001
val,fold2_room1_mix0583,na,v11core,walk,3,0,,
val,fold2_room1_mix0584,safe,v11core,walk,4,0,2.74,3.54
val,fold2_room1_mix0585,critical,v11core,static,4,0,1.2000000000000002,2.5999999999999996
val,fold2_room1_mix0586,na,v11core,walk,3,0,,
val,fold2_room1_mix0587,caution,v11core,walk,6,0,5.86,3.7600000000000002
val,fold2_room1_mix0588,safe,v11core,static,1,0,2.2800000000000002,3.2800000000000002
val,fold2_room1_mix0589,caution,v11core,static,1,0,0.5,1.2000000000000002
val,fold2_room1_mix0590,safe,v11core,static,3,0,1.6600000000000001,2.46
val,fold2_room1_mix0591,critical,v11core,static,2,0,5.13,6.03
val,fold2_room1_mix0592,na,v11core,static,2,0,,
val,fold2_room1_mix0593,na,v11core,static,0,0,,
val,fold2_room1_mix0594,na,v11core,static,0,0,,
val,fold2_room1_mix0595,critical,v11core,walk,3,0,3.6900000000000004,4.590000000000001
val,fold2_room1_mix0596,caution,v11core,static,1,0,1.7700000000000005,2.5700000000000003
val,fold2_room1_mix0597,na,v11core,static,5,0,,
val,fold2_room1_mix0598,caution,v11core,static,1,0,4.79,3.89
val,fold2_room1_mix0599,safe,v11core,walk,2,0,6.92,7.92
val,fold2_room1_mix0600,critical,v11core,walk,1,0,1.2399999999999993,1.6399999999999997
val,fold2_room1_mix0601,safe,v11core,static,1,0,1.9200000000000008,2.620000000000001
val,fold2_room1_mix0602,safe,v11core,static,2,0,,1.4299999999999997
val,fold2_room1_mix0603,safe,v11core,static,1,0,7.7,8.8
val,fold2_room1_mix0604,safe,v11core,walk,6,0,5.16,6.16
val,fold2_room1_mix0605,safe,v11core,static,4,0,4.53,3.4300000000000006
val,fold2_room1_mix0606,caution,v11core,static,1,0,2.3099999999999996,3.1100000000000003
val,fold2_room1_mix0607,caution,v11core,static,2,0,4.51,5.41
val,fold2_room1_mix0608,caution,v11core,static,2,0,0.79,1.6900000000000004
val,fold2_room1_mix0609,caution,v11core,walk,5,0,2.08,3.08
val,fold2_room1_mix0610,critical,v11core,static,3,0,4.48,4.680000000000001
val,fold2_room1_mix0611,na,v11core,walk,0,0,,
val,fold2_room1_mix0612,safe,v11core,static,4,0,3.34,4.24
val,fold2_room1_mix0613,critical,v11core,walk,4,0,2.4400000000000004,3.3400000000000003
val,fold2_room1_mix0614,caution,v11core,static,2,0,3.9200000000000004,3.9200000000000004
val,fold2_room1_mix0615,safe,v11core,static,6,0,7.48,8.48
val,fold2_room1_mix0616,critical,v11core,static,2,0,7.26,8.16
val,fold2_room1_mix0617,critical,v11core,static,2,0,5.92,6.82
val,fold2_room1_mix0618,na,v11core,walk,4,0,,
val,fold2_room1_mix0619,caution,v11core,walk,2,0,7.300000000000001,8.200000000000001
val,fold2_room1_mix0620,caution,v11core,static,1,0,1.5,2.5
val,fold2_room1_mix0621,caution,v11core,static,2,0,6.0,6.9
val,fold2_room1_mix0622,caution,v11core,walk,6,0,5.94,6.74
val,fold2_room1_mix0623,safe,v11core,static,1,0,5.35,6.25
val,fold2_room1_mix0624,critical,v11core,walk,1,0,1.9200000000000008,2.7200000000000006
val,fold2_room1_mix0625,caution,v11core,static,3,0,4.52,5.42
val,fold2_room1_mix0626,caution,v11core,walk,0,0,,1.3500000000000005
val,fold2_room1_mix0627,critical,v11core,static,1,0,4.3,5.2
val,fold2_room1_mix0628,critical,v11core,static,1,0,1.0099999999999998,2.71
val,fold2_room1_mix0629,critical,v11core,walk,3,0,6.550000000000001,7.45
val,fold2_room1_mix0630,critical,v11core,static,7,0,4.99,5.99
val,fold2_room1_mix0631,caution,v11core,static,2,0,5.36,6.36
val,fold2_room1_mix0632,na,v11core,walk,3,0,,
val,fold2_room1_mix0633,caution,v11core,static,3,0,1.63,2.13
val,fold2_room1_mix0634,na,v11core,static,2,0,,
val,fold2_room1_mix0635,critical,v11core,walk,5,0,7.1,8.0
val,fold2_room1_mix0636,safe,v11core,walk,2,0,,0.8999999999999995
val,fold2_room1_mix0637,critical,v11core,walk,1,0,5.1,6.0
val,fold2_room1_mix0638,caution,v11core,walk,5,0,7.61,8.61
val,fold2_room1_mix0639,na,v11core,static,0,0,,
val,fold2_room1_mix0640,critical,v11core,walk,1,0,5.35,6.25
val,fold2_room1_mix0641,safe,v11core,walk,4,0,7.31,7.609999999999999
val,fold2_room1_mix0642,caution,v11core,static,2,0,6.87,7.7700000000000005
val,fold2_room1_mix0643,critical,v11core,static,3,0,3.1399999999999997,2.84
val,fold2_room1_mix0644,na,v11core,static,2,0,,
val,fold2_room1_mix0645,safe,v11core,walk,3,0,6.1899999999999995,7.09
val,fold2_room1_mix0646,safe,v11core,static,0,0,,0.17999999999999972
val,fold2_room1_mix0647,na,v11core,static,4,0,,
val,fold2_room1_mix0648,caution,v11core,static,3,0,3.6399999999999997,4.4399999999999995
val,fold2_room1_mix0649,safe,v11core,static,4,0,6.5600000000000005,7.46
val,fold2_room1_mix0650,safe,v11core,static,3,0,4.390000000000001,3.49
val,fold2_room1_mix0651,critical,v11core,static,5,0,0.9600000000000009,1.8600000000000012
val,fold2_room1_mix0652,critical,v11core,walk,1,0,4.42,5.32
val,fold2_room1_mix0653,critical,v11core,static,2,0,6.75,7.6499999999999995
val,fold2_room1_mix0654,critical,v11core,walk,1,0,5.4,6.4
val,fold2_room1_mix0655,safe,v11core,walk,6,0,0.8200000000000003,1.5200000000000005
val,fold2_room1_mix0656,safe,v11core,walk,1,0,6.06,7.16
val,fold2_room1_mix0657,safe,v11core,walk,2,0,6.539999999999999,7.54
val,fold2_room1_mix0658,caution,v11core,walk,4,0,2.9899999999999998,3.9899999999999998
val,fold2_room1_mix0659,critical,v11core,static,2,0,6.5,7.5
val,fold2_room1_mix0660,caution,v11core,static,4,0,2.8899999999999997,3.6899999999999995
val,fold2_room1_mix0661,na,v11core,static,0,0,,
val,fold2_room1_mix0662,na,v11core,walk,3,0,,
val,fold2_room1_mix0663,na,v11core,walk,0,0,,
val,fold2_room1_mix0664,safe,v11core,walk,1,0,,2.2800000000000002
val,fold2_room1_mix0665,caution,v11core,walk,1,0,1.3500000000000005,2.1500000000000004
val,fold2_room1_mix0666,safe,v11core,static,5,0,5.02,6.0200000000000005
val,fold2_room1_mix0667,caution,v11core,walk,4,0,6.91,7.91
val,fold2_room1_mix0668,caution,v11core,walk,2,0,7.27,8.17
val,fold2_room1_mix0669,safe,v11core,static,1,0,5.09,6.09
val,fold2_room1_mix0670,critical,v11core,static,3,0,6.85,7.8500000000000005
val,fold2_room1_mix0671,na,v11core,static,0,0,,
val,fold2_room1_mix0672,critical,v11core,static,3,0,2.87,4.17
val,fold2_room1_mix0673,safe,v11core,walk,3,0,-1.8399999999999999,1.8600000000000003
val,fold2_room1_mix0674,safe,v11core,static,3,0,4.8,5.8
val,fold2_room1_mix0675,na,v11core,static,0,0,,
val,fold2_room1_mix0676,critical,v11core,static,1,0,5.49,6.09
val,fold2_room1_mix0677,safe,v11core,static,1,0,4.720000000000001,5.82
val,fold2_room1_mix0678,critical,v11core,static,5,0,5.24,6.140000000000001
val,fold2_room1_mix0679,na,v11core,static,0,0,,
val,fold2_room1_mix0680,safe,v11core,walk,4,0,6.4,7.300000000000001
val,fold2_room1_mix0681,caution,v11core,walk,2,0,7.75,8.75
val,fold2_room1_mix0682,safe,v11core,static,2,0,6.89,7.89
val,fold2_room1_mix0683,na,v11core,walk,1,0,,
val,fold2_room1_mix0684,safe,v11core,walk,1,0,4.37,6.67
val,fold2_room1_mix0685,caution,v11core,walk,2,0,6.359999999999999,7.26
val,fold2_room1_mix0686,safe,v11core,walk,4,0,6.709999999999999,7.609999999999999
val,fold2_room1_mix0687,safe,v11core,walk,3,0,1.21,2.41
val,fold2_room1_mix0688,caution,v11core,static,2,0,2.5599999999999996,3.46
val,fold2_room1_mix0689,safe,v11core,walk,1,0,2.3599999999999994,3.959999999999999
val,fold2_room1_mix0690,caution,v11core,static,3,0,3.09,4.09
val,fold2_room1_mix0691,na,v11core,static,0,0,,
val,fold2_room1_mix0692,critical,v11core,walk,4,0,3.7199999999999998,4.22
val,fold2_room1_mix0693,critical,v11core,walk,1,0,4.78,5.78
val,fold2_room1_mix0694,critical,v11core,walk,1,0,0.6499999999999995,1.6499999999999995
val,fold2_room1_mix0695,caution,v11core,walk,2,0,5.93,6.83
val,fold2_room1_mix0696,safe,v11core,static,1,0,-2.8099999999999996,0.8900000000000001
val,fold2_room1_mix0697,critical,v11core,static,5,0,7.52,8.42
val,fold2_room1_mix0698,na,v11core,walk,0,0,,
val,fold2_room1_mix0699,critical,v11core,static,2,0,6.5,7.4
val,fold2_room1_mix0700,critical,v11core,walk,1,0,2.7800000000000002,3.58
val,fold2_room1_mix0701,critical,v11core,static,2,0,1.9900000000000002,2.6900000000000004
val,fold2_room1_mix0702,safe,v11core,walk,2,0,7.460000000000001,2.860000000000001
val,fold2_room1_mix0703,caution,v11core,walk,5,0,2.51,3.21
val,fold2_room1_mix0704,safe,v11core,static,3,0,,3.0500000000000007
val,fold2_room1_mix0705,caution,v11core,walk,2,0,2.03,3.03
val,fold2_room1_mix0706,safe,v11core,static,1,0,5.140000000000001,6.140000000000001
val,fold2_room1_mix0707,na,v11core,walk,5,0,,
val,fold2_room1_mix0708,critical,v11core,walk,2,0,3.28,4.38
val,fold2_room1_mix0709,na,v11core,walk,1,0,,
val,fold2_room1_mix0710,na,v11core,walk,5,0,,
val,fold2_room1_mix0711,caution,v11core,static,5,0,6.209999999999999,7.21
val,fold2_room1_mix0712,safe,v11core,walk,2,0,1.79,3.1899999999999995
val,fold2_room1_mix0713,na,v11core,static,0,0,,
val,fold2_room1_mix0714,caution,v11core,walk,6,0,3.3,3.9
val,fold2_room1_mix0715,na,v11core,walk,1,0,,
val,fold2_room1_mix0716,na,v11core,static,2,0,,
val,fold2_room1_mix0717,caution,v11core,walk,2,0,6.29,2.99
val,fold2_room1_mix0718,na,v11core,walk,0,0,,
val,fold2_room1_mix0719,na,v11core,walk,0,0,,
val,fold2_room1_mix0720,caution,v11core,static,2,0,6.46,7.36
val,fold2_room1_mix0721,safe,v11core,walk,1,0,7.800000000000001,8.600000000000001
val,fold2_room1_mix0722,critical,v11core,walk,2,0,,1.4000000000000004
val,fold2_room1_mix0723,safe,v11core,walk,2,0,5.9399999999999995,6.94
val,fold2_room1_mix0724,na,v11core,static,2,0,,
val,fold2_room1_mix0725,safe,v11core,static,1,0,4.54,5.640000000000001
val,fold2_room1_mix0726,caution,v11core,static,3,0,,2.71
val,fold2_room1_mix0727,critical,v11core,static,3,0,6.130000000000001,3.3300000000000005
val,fold2_room1_mix0728,caution,v11core,walk,3,0,5.66,2.46
val,fold2_room1_mix0729,safe,v11core,walk,1,0,3.68,4.38
val,fold2_room1_mix0730,safe,v11core,walk,2,0,4.8100000000000005,4.210000000000001
val,fold2_room1_mix0731,caution,v11core,static,3,0,5.18,6.180000000000001
val,fold2_room1_mix0732,critical,v11core,walk,5,0,7.82,3.8200000000000003
val,fold2_room1_mix0733,safe,v11core,static,4,0,2.4499999999999993,1.25
val,fold2_room1_mix0734,safe,v11core,walk,4,0,6.26,7.26
val,fold2_room1_mix0735,safe,v11core,static,1,0,3.05,3.8499999999999996
val,fold2_room1_mix0736,critical,v11core,walk,2,0,3.4799999999999995,4.68
val,fold2_room1_mix0737,safe,v11core,static,3,0,2.2200000000000006,3.2200000000000006
val,fold2_room1_mix0738,na,v11core,static,0,0,,
val,fold2_room1_mix0739,safe,v11core,walk,3,0,4.7,5.9
val,fold2_room1_mix0740,safe,v11core,static,1,0,5.1899999999999995,6.29
val,fold2_room1_mix0741,safe,v11core,static,4,0,6.39,7.29
val,fold2_room1_mix0742,critical,v11core,walk,2,0,5.84,6.84
val,fold2_room1_mix0743,critical,v11core,static,3,0,7.74,8.74
val,fold2_room1_mix0744,safe,v11core,walk,2,0,6.35,7.25
val,fold2_room1_mix0745,caution,v11core,static,2,0,3.85,4.35
val,fold2_room1_mix0746,na,v11core,static,0,0,,
val,fold2_room1_mix0747,safe,v11core,walk,4,0,2.5699999999999994,3.9699999999999998
