type,a,b,c,d
scene,arterial,static,0.0,0.000
map,1,,,,,,
poi,87.3,66.6,crossing,,,,
poi,92.0,68.6,signal,,,,
poi,90.9,75.0,crossing,,,,
poi,94.0,61.9,crossing,,,,
poi,-17.2,-16.0,gate,,,,
poi,-6.3,0.9,crossing,,,,
poi,-62.7,-7.2,gate,,,,
poi,8.6,8.8,crossing,,,,
poi,17.0,-3.4,gate,,,,
rail,78.5,28.0,69.0,47.6,,東武野田線,
rail,69.0,47.6,62.0,63.7,,東武野田線,
rail,62.0,63.7,55.3,84.6,,東武野田線,
rail,55.3,84.6,50.7,100.7,,東武野田線,
road,4.8,4.3,13.1,5.5,5.0,residential,
road,13.1,5.5,72.4,14.1,5.0,residential,
road,72.4,14.1,80.2,0.0,5.0,residential,
road,80.2,0.0,87.7,-12.9,5.0,residential,
road,87.7,-12.9,110.6,-43.0,5.0,residential,
road,110.6,-43.0,132.0,-66.2,5.0,residential,
road,132.0,-66.2,151.7,-89.7,5.0,residential,
road,151.7,-89.7,169.9,-111.9,5.0,residential,
road,169.9,-111.9,218.5,-171.4,5.0,residential,
road,218.5,-171.4,190.8,-256.1,5.0,residential,
road,4.8,4.3,8.6,8.8,5.5,unclassified,
road,8.6,8.8,21.3,23.7,5.5,unclassified,
road,21.3,23.7,28.9,31.7,5.5,unclassified,
rail,50.7,100.7,48.0,111.4,,東武野田線,
rail,48.0,111.4,46.2,120.3,,東武野田線,
rail,46.2,120.3,44.3,131.8,,東武野田線,
rail,44.3,131.8,41.4,152.0,,東武野田線,
rail,41.4,152.0,39.7,168.9,,東武野田線,
rail,39.7,168.9,37.0,195.5,,東武野田線,
road,-1304.8,-29.2,-1292.3,-34.4,2.0,cycleway,
road,-1292.3,-34.4,-1263.6,-46.5,2.0,cycleway,
road,-1263.6,-46.5,-1238.8,-55.5,2.0,cycleway,
road,-1238.8,-55.5,-1215.9,-63.8,2.0,cycleway,
road,-1215.9,-63.8,-1167.7,-75.1,2.0,cycleway,
road,-1167.7,-75.1,-1158.2,-76.2,2.0,cycleway,
road,-1158.2,-76.2,-1106.8,-82.2,2.0,cycleway,
road,-1106.8,-82.2,-1069.6,-82.4,2.0,cycleway,
road,-1069.6,-82.4,-1059.9,-82.4,2.0,cycleway,
road,-1059.9,-82.4,-1013.2,-77.2,2.0,cycleway,
road,-1013.2,-77.2,-967.0,-64.7,2.0,cycleway,
road,-967.0,-64.7,-918.4,-43.1,2.0,cycleway,
road,-918.4,-43.1,-862.9,-4.7,2.0,cycleway,
road,-862.9,-4.7,-835.0,19.3,2.0,cycleway,
road,-835.0,19.3,-832.7,21.4,2.0,cycleway,
road,-832.7,21.4,-802.5,50.7,2.0,cycleway,
road,-802.5,50.7,-752.2,101.5,2.0,cycleway,
road,-752.2,101.5,-732.4,119.3,2.0,cycleway,
road,-732.4,119.3,-714.0,133.1,2.0,cycleway,
road,-714.0,133.1,-692.1,150.5,2.0,cycleway,
road,-692.1,150.5,-672.3,162.9,2.0,cycleway,
road,-672.3,162.9,-635.9,176.2,2.0,cycleway,
road,-635.9,176.2,-600.5,184.8,2.0,cycleway,
road,-600.5,184.8,-561.3,189.3,2.0,cycleway,
road,-561.3,189.3,-549.8,190.1,2.0,cycleway,
road,-549.8,190.1,-534.8,190.1,2.0,cycleway,
road,-534.8,190.1,-532.5,190.1,2.0,cycleway,
road,-532.5,190.1,-512.1,188.7,2.0,cycleway,
road,-512.1,188.7,-481.2,186.7,2.0,cycleway,
road,-481.2,186.7,-452.6,182.9,2.0,cycleway,
road,-452.6,182.9,-437.4,180.1,2.0,cycleway,
road,-437.4,180.1,-420.8,176.3,2.0,cycleway,
road,-420.8,176.3,-383.3,165.0,2.0,cycleway,
road,-383.3,165.0,-371.1,160.4,2.0,cycleway,
road,-371.1,160.4,-350.3,152.4,2.0,cycleway,
