half,idx,label,strong,crit,caut,safe,safe_ho,lead,lead25,n_fire
0,247,ts+brg13+mn3/5+rc(0.10,15)+link,94.50,98.28,95.51,55.48,4.55,2.00,41.67,1809
0,248,ts+brg13+mn3/5+rc(0.20,8),93.13,97.59,95.25,57.62,4.55,2.10,40.93,1868
0,249,ts+brg13+mn3/5+rc(0.20,8)+link,93.47,97.94,95.51,57.62,4.55,2.10,40.80,1862
0,250,ts+brg13+mn3/5+rc(0.20,15),95.88,98.97,96.04,49.29,4.55,2.10,42.02,1811
0,251,ts+brg13+mn3/5+rc(0.20,15)+link,96.22,99.31,96.31,49.29,4.55,2.10,41.90,1805
1,0,brg5+mn4/4,80.78,96.80,89.34,70.87,36.67,1.00,22.20,1435
1,1,brg5+mn4/4+link,80.43,96.44,89.07,71.33,36.67,1.00,22.28,1426
1,2,brg5+mn4/4+rc(0.05,8),81.14,96.80,89.34,70.87,36.67,1.00,22.20,1436
1,3,brg5+mn4/4+rc(0.05,8)+link,80.78,96.44,89.07,71.33,36.67,1.00,22.28,1427
1,4,brg5+mn4/4+rc(0.05,15),83.63,96.80,89.34,70.64,36.67,1.00,22.54,1452
1,5,brg5+mn4/4+rc(0.05,15)+link,83.27,96.80,89.07,71.10,36.67,1.00,22.58,1443
1,6,brg5+mn4/4+rc(0.10,8),81.14,96.80,89.34,70.87,36.67,1.00,22.54,1439
1,7,brg5+mn4/4+rc(0.10,8)+link,80.78,96.44,89.07,71.33,36.67,1.00,22.61,1430
1,8,brg5+mn4/4+rc(0.10,15),85.41,96.80,89.62,67.89,36.67,1.20,25.33,1505
1,9,brg5+mn4/4+rc(0.10,15)+link,85.77,96.80,89.34,68.35,36.67,1.20,25.38,1496
1,10,brg5+mn4/4+rc(0.20,8),81.14,97.15,89.89,70.64,36.67,1.10,22.26,1451
1,11,brg5+mn4/4+rc(0.20,8)+link,80.78,96.80,89.62,71.10,36.67,1.10,22.33,1442
1,12,brg5+mn4/4+rc(0.20,15),89.32,97.15,91.53,58.94,33.33,1.50,27.47,1584
1,13,brg5+mn4/4+rc(0.20,15)+link,89.68,97.15,91.26,59.40,33.33,1.50,27.51,1575
1,14,brg5+mn4/6,82.21,97.15,90.16,67.66,26.67,1.30,27.20,1614
1,15,brg5+mn4/6+link,81.85,96.80,89.89,68.12,26.67,1.30,27.29,1606
1,16,brg5+mn4/6+rc(0.05,8),82.56,97.15,90.16,67.43,26.67,1.30,27.36,1617
1,17,brg5+mn4/6+rc(0.05,8)+link,82.21,96.80,89.89,67.89,26.67,1.30,27.45,1609
1,18,brg5+mn4/6+rc(0.05,15),85.77,97.15,90.16,67.20,26.67,1.30,28.03,1656
1,19,brg5+mn4/6+rc(0.05,15)+link,85.41,97.15,89.89,67.66,26.67,1.30,28.07,1648
1,20,brg5+mn4/6+rc(0.10,8),82.92,97.15,90.16,67.43,26.67,1.30,27.69,1624
1,21,brg5+mn4/6+rc(0.10,8)+link,82.56,96.80,89.89,67.89,26.67,1.30,27.79,1616
1,22,brg5+mn4/6+rc(0.10,15),87.19,97.15,91.26,64.22,26.67,1.50,30.31,1718
1,23,brg5+mn4/6+rc(0.10,15)+link,87.54,97.15,90.98,64.68,26.67,1.55,30.36,1710
1,24,brg5+mn4/6+rc(0.20,8),83.27,97.15,90.44,67.43,26.67,1.30,27.65,1630
1,25,brg5+mn4/6+rc(0.20,8)+link,83.27,96.80,90.16,67.89,26.67,1.30,27.74,1622
1,26,brg5+mn4/6+rc(0.20,15),93.24,97.86,92.08,56.65,23.33,1.70,33.17,1780
1,27,brg5+mn4/6+rc(0.20,15)+link,93.59,97.86,91.80,57.11,23.33,1.70,33.22,1772
1,28,brg5+mn3/5,88.26,97.51,91.53,60.78,6.67,1.70,36.95,1885
1,29,brg5+mn3/5+link,88.26,97.15,91.26,61.47,6.67,1.80,37.07,1878
1,30,brg5+mn3/5+rc(0.05,8),88.26,97.51,91.53,60.78,6.67,1.70,37.11,1888
1,31,brg5+mn3/5+rc(0.05,8)+link,88.26,97.15,91.26,61.47,6.67,1.80,37.23,1881
1,32,brg5+mn3/5+rc(0.05,15),90.04,97.51,91.53,59.40,6.67,1.80,37.60,1943
1,33,brg5+mn3/5+rc(0.05,15)+link,90.04,97.51,91.26,60.09,6.67,1.80,37.66,1936
1,34,brg5+mn3/5+rc(0.10,8),88.61,97.51,91.53,60.78,6.67,1.80,37.27,1895
1,35,brg5+mn3/5+rc(0.10,8)+link,88.61,97.15,91.26,61.47,6.67,1.80,37.40,1888
1,36,brg5+mn3/5+rc(0.10,15),91.46,97.51,92.90,56.88,6.67,1.90,38.44,1986
1,37,brg5+mn3/5+rc(0.10,15)+link,91.81,97.51,92.62,57.57,6.67,1.90,38.50,1979
1,38,brg5+mn3/5+rc(0.20,8),90.39,97.51,91.53,60.78,6.67,1.80,37.11,1900
1,39,brg5+mn3/5+rc(0.20,8)+link,90.39,97.15,91.26,61.47,6.67,1.80,37.23,1893
1,40,brg5+mn3/5+rc(0.20,15),95.37,97.86,93.72,49.08,6.67,2.00,39.64,2010
1,41,brg5+mn3/5+rc(0.20,15)+link,95.73,97.86,93.44,49.54,6.67,2.00,39.71,2003
1,42,brg9+mn4/4,87.19,97.15,91.80,64.22,6.67,1.40,30.05,1537
1,43,brg9+mn4/4+link,86.83,96.80,91.26,64.45,6.67,1.45,30.20,1531
1,44,brg9+mn4/4+rc(0.05,8),87.54,97.15,91.80,64.22,6.67,1.40,30.21,1541
1,45,brg9+mn4/4+rc(0.05,8)+link,87.19,96.80,91.26,64.45,6.67,1.50,30.36,1535
1,46,brg9+mn4/4+rc(0.05,15),89.32,97.15,92.08,63.76,6.67,1.50,32.13,1551
1,47,brg9+mn4/4+rc(0.05,15)+link,89.32,97.15,91.53,63.99,6.67,1.50,32.24,1545
1,48,brg9+mn4/4+rc(0.10,8),87.54,97.15,91.80,64.22,6.67,1.50,30.21,1543
1,49,brg9+mn4/4+rc(0.10,8)+link,87.19,96.80,91.26,64.45,6.67,1.50,30.36,1537
1,50,brg9+mn4/4+rc(0.10,15),90.75,97.15,92.62,61.70,6.67,1.55,32.68,1561
1,51,brg9+mn4/4+rc(0.10,15)+link,90.75,97.15,92.08,61.93,6.67,1.60,32.79,1555
1,52,brg9+mn4/4+rc(0.20,8),88.61,97.15,91.80,63.53,6.67,1.50,30.54,1545
1,53,brg9+mn4/4+rc(0.20,8)+link,88.26,96.80,91.26,63.99,6.67,1.50,30.69,1539
1,54,brg9+mn4/4+rc(0.20,15),93.59,97.51,94.54,54.36,6.67,1.65,32.90,1566
1,55,brg9+mn4/4+rc(0.20,15)+link,93.59,97.51,93.99,54.82,6.67,1.70,33.01,1561
1,56,brg9+mn4/6,88.26,97.15,91.80,62.61,6.67,1.50,32.84,1650
1,57,brg9+mn4/6+link,87.90,96.80,91.53,62.84,6.67,1.50,32.95,1646
1,58,brg9+mn4/6+rc(0.05,8),88.26,97.15,91.80,62.61,6.67,1.50,32.84,1659
1,59,brg9+mn4/6+rc(0.05,8)+link,87.90,96.80,91.53,62.84,6.67,1.60,32.95,1655
1,60,brg9+mn4/6+rc(0.05,15),90.39,97.15,92.08,62.16,6.67,1.60,34.59,1658
1,61,brg9+mn4/6+rc(0.05,15)+link,90.39,97.15,91.80,62.39,6.67,1.60,34.65,1654
1,62,brg9+mn4/6+rc(0.10,8),88.26,97.15,91.80,62.61,6.67,1.50,32.84,1659
1,63,brg9+mn4/6+rc(0.10,8)+link,87.90,96.80,91.53,62.84,6.67,1.60,32.95,1655
1,64,brg9+mn4/6+rc(0.10,15),91.81,97.15,92.90,58.94,3.33,1.60,35.56,1687
1,65,brg9+mn4/6+rc(0.10,15)+link,91.81,97.15,92.62,59.17,3.33,1.60,35.62,1683
1,66,brg9+mn4/6+rc(0.20,8),89.68,97.15,91.80,62.39,6.67,1.60,33.17,1656
1,67,brg9+mn4/6+rc(0.20,8)+link,89.32,96.80,91.53,62.84,6.67,1.60,33.28,1652
1,68,brg9+mn4/6+rc(0.20,15),93.95,97.51,94.54,50.92,3.33,1.80,36.29,1694
1,69,brg9+mn4/6+rc(0.20,15)+link,93.95,97.51,94.26,51.38,3.33,1.80,36.35,1690
1,70,brg9+mn3/5,92.17,97.15,93.72,58.03,3.33,1.85,37.82,1835
1,71,brg9+mn3/5+link,91.81,96.80,93.99,58.26,3.33,1.85,37.82,1834
1,72,brg9+mn3/5+rc(0.05,8),92.17,97.15,93.72,58.03,3.33,1.90,37.82,1840
1,73,brg9+mn3/5+rc(0.05,8)+link,91.81,96.80,93.99,58.26,3.33,1.90,37.82,1839
1,74,brg9+mn3/5+rc(0.05,15),93.24,97.15,93.99,56.65,3.33,1.90,38.57,1831
1,75,brg9+mn3/5+rc(0.05,15)+link,93.24,97.15,94.26,56.88,3.33,1.90,38.51,1830
1,76,brg9+mn3/5+rc(0.10,8),92.17,97.15,93.72,58.03,3.33,1.90,37.82,1843
1,77,brg9+mn3/5+rc(0.10,8)+link,91.81,96.80,93.99,58.26,3.33,1.90,37.82,1842
1,78,brg9+mn3/5+rc(0.10,15),94.66,97.86,94.81,54.13,3.33,1.90,39.87,1860
1,79,brg9+mn3/5+rc(0.10,15)+link,94.66,97.86,95.08,54.36,3.33,1.90,39.81,1859
1,80,brg9+mn3/5+rc(0.20,8),93.59,97.15,93.99,57.57,3.33,1.90,37.93,1835
1,81,brg9+mn3/5+rc(0.20,8)+link,93.24,96.80,94.26,57.80,3.33,1.90,37.93,1834
1,82,brg9+mn3/5+rc(0.20,15),95.73,97.86,95.63,46.79,3.33,2.00,40.64,1855
1,83,brg9+mn3/5+rc(0.20,15)+link,95.37,97.86,95.90,47.02,3.33,2.00,40.58,1855
1,84,brg13+mn4/4,90.75,97.15,92.90,62.61,6.67,1.50,32.14,1552
1,85,brg13+mn4/4+link,90.39,96.80,92.62,62.84,6.67,1.50,32.24,1549
1,86,brg13+mn4/4+rc(0.05,8),90.75,97.15,92.90,62.61,6.67,1.50,32.14,1557
1,87,brg13+mn4/4+rc(0.05,8)+link,90.39,96.80,92.62,62.84,6.67,1.50,32.24,1554
1,88,brg13+mn4/4+rc(0.05,15),91.46,97.15,92.90,62.61,6.67,1.50,32.46,1538
1,89,brg13+mn4/4+rc(0.05,15)+link,91.46,96.80,92.62,62.84,6.67,1.50,32.57,1535
1,90,brg13+mn4/4+rc(0.10,8),90.75,97.15,92.90,62.39,6.67,1.50,32.30,1559
1,91,brg13+mn4/4+rc(0.10,8)+link,90.39,96.80,92.62,62.61,6.67,1.50,32.41,1556
1,92,brg13+mn4/4+rc(0.10,15),92.88,97.15,93.17,59.86,6.67,1.60,33.06,1544
1,93,brg13+mn4/4+rc(0.10,15)+link,92.53,97.15,92.90,60.09,6.67,1.60,33.12,1541
1,94,brg13+mn4/4+rc(0.20,8),91.10,97.15,93.17,61.93,6.67,1.50,32.57,1554
1,95,brg13+mn4/4+rc(0.20,8)+link,90.75,96.80,92.90,62.16,6.67,1.50,32.68,1551
1,96,brg13+mn4/4+rc(0.20,15),93.24,96.80,94.81,53.44,6.67,1.60,34.09,1556
1,97,brg13+mn4/4+rc(0.20,15)+link,92.88,96.80,94.54,53.67,6.67,1.60,34.14,1553
1,98,brg13+mn4/6,91.46,97.15,93.17,61.93,6.67,1.60,33.88,1645
1,99,brg13+mn4/6+link,91.10,96.80,92.90,62.16,6.67,1.60,33.99,1642
1,100,brg13+mn4/6+rc(0.05,8),91.46,97.15,93.17,61.93,6.67,1.60,33.88,1652
1,101,brg13+mn4/6+rc(0.05,8)+link,91.10,96.80,92.90,62.16,6.67,1.60,33.99,1649
1,102,brg13+mn4/6+rc(0.05,15),92.53,97.15,93.44,62.16,6.67,1.60,34.15,1623
1,103,brg13+mn4/6+rc(0.05,15)+link,92.53,97.15,93.17,62.39,6.67,1.60,34.20,1620
1,104,brg13+mn4/6+rc(0.10,8),91.46,97.15,93.17,61.70,6.67,1.60,34.04,1651
1,105,brg13+mn4/6+rc(0.10,8)+link,91.10,96.80,92.90,61.93,6.67,1.60,34.15,1648
1,106,brg13+mn4/6+rc(0.10,15),93.24,97.15,93.44,58.94,6.67,1.70,34.96,1639
1,107,brg13+mn4/6+rc(0.10,15)+link,92.88,97.15,93.17,59.17,6.67,1.70,35.02,1636
1,108,brg13+mn4/6+rc(0.20,8),91.81,97.15,93.44,61.47,6.67,1.50,33.98,1639
1,109,brg13+mn4/6+rc(0.20,8)+link,91.46,96.80,93.17,61.70,6.67,1.50,34.09,1636
1,110,brg13+mn4/6+rc(0.20,15),93.95,96.80,95.08,52.29,6.67,1.70,35.81,1645
1,111,brg13+mn4/6+rc(0.20,15)+link,93.59,96.80,94.81,52.52,6.67,1.70,35.86,1642
1,112,brg13+mn3/5,95.02,97.15,93.99,58.03,6.67,1.80,39.22,1810
1,113,brg13+mn3/5+link,94.66,97.15,94.26,58.49,6.67,1.80,39.16,1809
1,114,brg13+mn3/5+rc(0.05,8),95.02,97.15,93.99,58.03,6.67,1.80,39.22,1812
1,115,brg13+mn3/5+rc(0.05,8)+link,94.66,97.15,94.26,58.49,6.67,1.80,39.16,1811
1,116,brg13+mn3/5+rc(0.05,15),95.37,97.15,94.26,58.49,6.67,1.90,39.81,1768
1,117,brg13+mn3/5+rc(0.05,15)+link,95.37,97.15,94.54,58.94,6.67,1.90,39.74,1767
1,118,brg13+mn3/5+rc(0.10,8),95.02,97.15,93.99,57.57,6.67,1.80,39.22,1811
1,119,brg13+mn3/5+rc(0.10,8)+link,94.66,97.15,94.26,58.03,6.67,1.80,39.16,1810
1,120,brg13+mn3/5+rc(0.10,15),95.73,97.15,94.81,55.73,6.67,1.90,40.65,1774
1,121,brg13+mn3/5+rc(0.10,15)+link,95.37,97.15,95.08,56.19,6.67,1.90,40.58,1773
1,122,brg13+mn3/5+rc(0.20,8),95.02,97.15,94.26,56.88,6.67,1.80,39.16,1801
1,123,brg13+mn3/5+rc(0.20,8)+link,94.66,97.15,94.54,57.34,6.67,1.80,39.10,1800
1,124,brg13+mn3/5+rc(0.20,15),96.44,97.15,95.63,47.48,6.67,2.00,41.25,1785
1,125,brg13+mn3/5+rc(0.20,15)+link,96.09,97.15,95.90,47.94,6.67,2.00,41.19,1785
1,126,ts+brg5+mn4/4,77.94,96.44,89.62,72.02,36.67,1.00,22.04,1427
1,127,ts+brg5+mn4/4+link,77.94,96.09,89.34,72.48,36.67,1.00,21.94,1420
1,128,ts+brg5+mn4/4+rc(0.05,8),77.94,96.44,89.62,72.02,36.67,1.00,22.04,1427
1,129,ts+brg5+mn4/4+rc(0.05,8)+link,77.94,96.09,89.34,72.48,36.67,1.00,21.94,1420
1,130,ts+brg5+mn4/4+rc(0.05,15),80.07,96.44,89.62,71.56,36.67,1.10,22.70,1445
1,131,ts+brg5+mn4/4+rc(0.05,15)+link,80.07,96.44,89.34,72.02,36.67,1.10,22.58,1438
1,132,ts+brg5+mn4/4+rc(0.10,8),78.29,96.44,89.62,72.02,36.67,1.10,22.04,1430
1,133,ts+brg5+mn4/4+rc(0.10,8)+link,78.29,96.09,89.34,72.48,36.67,1.10,21.94,1423
1,134,ts+brg5+mn4/4+rc(0.10,15),82.92,96.44,89.89,69.50,36.67,1.20,25.50,1498
1,135,ts+brg5+mn4/4+rc(0.10,15)+link,83.27,96.44,89.62,69.95,36.67,1.20,25.38,1491
1,136,ts+brg5+mn4/4+rc(0.20,8),79.72,97.15,89.62,71.79,36.67,1.10,22.13,1443
1,137,ts+brg5+mn4/4+rc(0.20,8)+link,79.72,96.80,89.34,72.25,36.67,1.10,22.04,1436
1,138,ts+brg5+mn4/4+rc(0.20,15),88.26,97.15,91.26,60.32,33.33,1.50,28.01,1577
1,139,ts+brg5+mn4/4+rc(0.20,15)+link,88.61,97.15,90.98,60.78,33.33,1.50,27.89,1570
1,140,ts+brg5+mn4/6,80.78,96.80,89.89,68.58,23.33,1.30,27.12,1605
1,141,ts+brg5+mn4/6+link,80.78,96.44,89.62,69.04,23.33,1.30,27.05,1598
1,142,ts+brg5+mn4/6+rc(0.05,8),80.78,96.80,89.89,68.58,23.33,1.30,27.29,1606
1,143,ts+brg5+mn4/6+rc(0.05,8)+link,80.78,96.44,89.62,69.04,23.33,1.30,27.21,1599
1,144,ts+brg5+mn4/6+rc(0.05,15),82.92,96.80,89.89,68.12,23.33,1.40,28.62,1647
1,145,ts+brg5+mn4/6+rc(0.05,15)+link,82.92,96.80,89.62,68.58,23.33,1.40,28.50,1640
1,146,ts+brg5+mn4/6+rc(0.10,8),80.78,96.80,89.89,68.58,23.33,1.30,27.29,1610
1,147,ts+brg5+mn4/6+rc(0.10,8)+link,80.78,96.44,89.62,69.04,23.33,1.30,27.21,1603
1,148,ts+brg5+mn4/6+rc(0.10,15),85.05,96.80,90.71,65.60,23.33,1.60,30.46,1708
1,149,ts+brg5+mn4/6+rc(0.10,15)+link,85.41,96.80,90.44,66.06,23.33,1.60,30.35,1701
1,150,ts+brg5+mn4/6+rc(0.20,8),82.21,97.15,90.16,68.58,23.33,1.30,27.53,1618
1,151,ts+brg5+mn4/6+rc(0.20,8)+link,82.56,96.80,89.89,69.04,23.33,1.30,27.45,1611
1,152,ts+brg5+mn4/6+rc(0.20,15),91.46,97.86,91.80,56.88,20.00,1.70,33.06,1767
1,153,ts+brg5+mn4/6+rc(0.20,15)+link,91.81,97.86,91.53,57.34,20.00,1.70,32.95,1760
1,154,ts+brg5+mn3/5,87.54,97.51,90.98,61.24,6.67,1.70,35.91,1866
1,155,ts+brg5+mn3/5+link,87.19,97.15,90.98,61.93,6.67,1.75,35.97,1860
1,156,ts+brg5+mn3/5+rc(0.05,8),87.54,97.51,90.98,61.24,6.67,1.80,36.08,1871
1,157,ts+brg5+mn3/5+rc(0.05,8)+link,87.19,97.15,90.98,61.93,6.67,1.80,36.14,1865
1,158,ts+brg5+mn3/5+rc(0.05,15),88.26,97.51,90.98,60.09,6.67,1.80,37.40,1931
1,159,ts+brg5+mn3/5+rc(0.05,15)+link,88.26,97.51,90.98,60.78,6.67,1.80,37.40,1925
1,160,ts+brg5+mn3/5+rc(0.10,8),87.54,97.51,90.98,61.24,6.67,1.80,36.24,1876
1,161,ts+brg5+mn3/5+rc(0.10,8)+link,87.19,97.15,90.98,61.93,6.67,1.80,36.30,1870
1,162,ts+brg5+mn3/5+rc(0.10,15),90.39,97.51,92.08,57.34,6.67,1.90,38.46,1977
1,163,ts+brg5+mn3/5+rc(0.10,15)+link,90.75,97.51,92.08,58.03,6.67,1.90,38.46,1971
1,164,ts+brg5+mn3/5+rc(0.20,8),88.97,97.51,91.53,61.01,6.67,1.80,36.12,1883
1,165,ts+brg5+mn3/5+rc(0.20,8)+link,88.61,97.15,91.53,61.70,6.67,1.80,36.18,1877
1,166,ts+brg5+mn3/5+rc(0.20,15),93.95,97.86,93.72,50.00,6.67,1.95,39.16,2001
1,167,ts+brg5+mn3/5+rc(0.20,15)+link,94.31,97.86,93.72,50.46,6.67,1.95,39.16,1995
1,168,ts+brg9+mn4/4,85.77,95.73,91.80,64.22,6.67,1.40,29.92,1528
1,169,ts+brg9+mn4/4+link,85.77,95.37,90.98,64.45,6.67,1.40,29.95,1520
1,170,ts+brg9+mn4/4+rc(0.05,8),86.12,95.73,91.80,64.22,6.67,1.50,30.08,1532
1,171,ts+brg9+mn4/4+rc(0.05,8)+link,86.12,95.37,90.98,64.45,6.67,1.50,30.12,1524
1,172,ts+brg9+mn4/4+rc(0.05,15),87.54,96.09,91.80,63.53,6.67,1.50,31.68,1545
1,173,ts+brg9+mn4/4+rc(0.05,15)+link,87.90,96.09,90.98,63.76,6.67,1.50,31.67,1537
1,174,ts+brg9+mn4/4+rc(0.10,8),86.12,95.73,91.80,64.22,6.67,1.50,29.92,1534
1,175,ts+brg9+mn4/4+rc(0.10,8)+link,86.12,95.37,90.98,64.45,6.67,1.50,29.95,1526
1,176,ts+brg9+mn4/4+rc(0.10,15),89.32,96.44,92.62,62.16,6.67,1.60,31.97,1552
1,177,ts+brg9+mn4/4+rc(0.10,15)+link,89.68,96.44,91.80,62.39,6.67,1.60,31.96,1544
1,178,ts+brg9+mn4/4+rc(0.20,8),87.54,96.44,92.08,63.76,6.67,1.50,30.10,1542
1,179,ts+brg9+mn4/4+rc(0.20,8)+link,87.54,96.09,91.26,63.99,6.67,1.50,30.13,1534
1,180,ts+brg9+mn4/4+rc(0.20,15),91.81,97.51,94.54,54.36,6.67,1.60,32.58,1567
1,181,ts+brg9+mn4/4+rc(0.20,15)+link,92.17,97.51,93.99,54.59,6.67,1.60,32.52,1560
1,182,ts+brg9+mn4/6,86.83,96.80,91.80,62.84,6.67,1.50,33.06,1638
1,183,ts+brg9+mn4/6+link,86.83,96.44,91.26,63.07,6.67,1.50,33.22,1632
1,184,ts+brg9+mn4/6+rc(0.05,8),87.19,96.80,91.80,62.61,6.67,1.50,33.06,1647
1,185,ts+brg9+mn4/6+rc(0.05,8)+link,87.19,96.44,91.26,62.84,6.67,1.50,33.22,1641
1,186,ts+brg9+mn4/6+rc(0.05,15),88.61,96.80,91.80,61.93,6.67,1.60,34.21,1650
1,187,ts+brg9+mn4/6+rc(0.05,15)+link,88.97,96.80,91.26,62.16,6.67,1.60,34.32,1644
1,188,ts+brg9+mn4/6+rc(0.10,8),87.19,96.80,91.80,62.61,6.67,1.50,32.89,1646
1,189,ts+brg9+mn4/6+rc(0.10,8)+link,87.19,96.44,91.26,62.84,6.67,1.50,33.06,1640
1,190,ts+brg9+mn4/6+rc(0.10,15),90.75,96.80,92.62,59.86,3.33,1.60,35.68,1672
1,191,ts+brg9+mn4/6+rc(0.10,15)+link,91.10,96.80,92.35,60.09,3.33,1.65,35.74,1666
1,192,ts+brg9+mn4/6+rc(0.20,8),88.61,96.80,92.08,62.16,6.67,1.50,33.00,1652
1,193,ts+brg9+mn4/6+rc(0.20,8)+link,88.61,96.44,91.53,62.39,6.67,1.50,33.17,1646
1,194,ts+brg9+mn4/6+rc(0.20,15),92.17,97.51,94.81,51.38,3.33,1.80,36.39,1695
1,195,ts+brg9+mn4/6+rc(0.20,15)+link,92.53,97.51,94.54,51.61,3.33,1.80,36.45,1690
1,196,ts+brg9+mn3/5,92.88,97.15,93.72,58.49,3.33,1.85,38.47,1834
1,197,ts+brg9+mn3/5+link,92.53,96.80,93.99,58.49,3.33,1.85,38.47,1831
1,198,ts+brg9+mn3/5+rc(0.05,8),92.53,97.15,93.99,58.26,3.33,1.90,38.41,1838
1,199,ts+brg9+mn3/5+rc(0.05,8)+link,92.17,96.80,94.26,58.26,3.33,1.90,38.41,1835
1,200,ts+brg9+mn3/5+rc(0.05,15),93.24,97.15,94.26,57.11,3.33,1.90,39.00,1834
1,201,ts+brg9+mn3/5+rc(0.05,15)+link,93.24,97.15,94.54,57.11,3.33,1.90,38.93,1831
1,202,ts+brg9+mn3/5+rc(0.10,8),92.53,97.15,93.99,58.26,3.33,1.90,38.57,1842
1,203,ts+brg9+mn3/5+rc(0.10,8)+link,92.17,96.80,94.26,58.26,3.33,1.90,38.57,1839
1,204,ts+brg9+mn3/5+rc(0.10,15),94.66,97.86,95.08,55.05,3.33,2.00,40.61,1865
1,205,ts+brg9+mn3/5+rc(0.10,15)+link,94.66,97.86,95.36,55.05,3.33,2.00,40.54,1862
1,206,ts+brg9+mn3/5+rc(0.20,8),93.59,97.15,93.99,57.80,3.33,1.90,38.57,1836
1,207,ts+brg9+mn3/5+rc(0.20,8)+link,93.24,96.80,94.26,57.80,3.33,1.90,38.57,1833
1,208,ts+brg9+mn3/5+rc(0.20,15),94.66,97.86,95.90,47.02,3.33,2.10,41.05,1866
1,209,ts+brg9+mn3/5+rc(0.20,15)+link,94.66,97.86,96.17,47.02,3.33,2.10,40.99,1864
1,210,ts+brg13+mn4/4,90.04,96.80,92.08,63.30,6.67,1.50,31.03,1523
1,211,ts+brg13+mn4/4+link,90.04,96.44,91.80,63.53,6.67,1.50,30.97,1520
1,212,ts+brg13+mn4/4+rc(0.05,8),89.68,96.80,92.08,63.30,6.67,1.50,31.03,1528
1,213,ts+brg13+mn4/4+rc(0.05,8)+link,89.68,96.44,91.80,63.53,6.67,1.50,30.97,1525
1,214,ts+brg13+mn4/4+rc(0.05,15),90.75,96.80,92.08,62.84,6.67,1.50,31.69,1519
1,215,ts+brg13+mn4/4+rc(0.05,15)+link,90.75,96.44,91.80,63.07,6.67,1.50,31.63,1516
1,216,ts+brg13+mn4/4+rc(0.10,8),90.04,96.80,92.08,63.07,6.67,1.50,31.36,1531
1,217,ts+brg13+mn4/4+rc(0.10,8)+link,90.04,96.44,91.80,63.30,6.67,1.50,31.30,1528
1,218,ts+brg13+mn4/4+rc(0.10,15),91.81,96.80,92.62,60.55,6.67,1.60,32.73,1525
1,219,ts+brg13+mn4/4+rc(0.10,15)+link,91.81,96.80,92.35,60.78,6.67,1.60,32.62,1522
1,220,ts+brg13+mn4/4+rc(0.20,8),90.39,96.80,92.35,62.84,6.67,1.40,31.64,1523
1,221,ts+brg13+mn4/4+rc(0.20,8)+link,90.39,96.44,92.08,63.07,6.67,1.40,31.58,1520
1,222,ts+brg13+mn4/4+rc(0.20,15),92.17,96.44,94.26,54.82,6.67,1.60,33.77,1530
1,223,ts+brg13+mn4/4+rc(0.20,15)+link,92.17,96.44,93.99,55.05,6.67,1.60,33.66,1526
1,224,ts+brg13+mn4/6,90.39,96.80,92.62,62.84,6.67,1.50,32.90,1617
1,225,ts+brg13+mn4/6+link,90.39,96.44,92.35,63.07,6.67,1.50,32.84,1613
1,226,ts+brg13+mn4/6+rc(0.05,8),90.04,96.80,92.62,62.84,6.67,1.50,33.06,1624
1,227,ts+brg13+mn4/6+rc(0.05,8)+link,90.04,96.44,92.35,63.07,6.67,1.50,33.00,1620
1,228,ts+brg13+mn4/6+rc(0.05,15),91.10,96.80,92.62,62.39,6.67,1.50,33.22,1607
1,229,ts+brg13+mn4/6+rc(0.05,15)+link,91.10,96.44,92.35,62.61,6.67,1.60,33.17,1603
1,230,ts+brg13+mn4/6+rc(0.10,8),90.39,96.80,92.62,62.61,6.67,1.50,32.90,1627
1,231,ts+brg13+mn4/6+rc(0.10,8)+link,90.39,96.44,92.35,62.84,6.67,1.50,32.84,1623
1,232,ts+brg13+mn4/6+rc(0.10,15),91.81,96.80,92.90,59.86,6.67,1.65,34.15,1623
1,233,ts+brg13+mn4/6+rc(0.10,15)+link,91.81,96.80,92.62,60.09,6.67,1.60,34.04,1619
1,234,ts+brg13+mn4/6+rc(0.20,8),91.10,96.80,92.90,62.39,6.67,1.50,33.01,1611
1,235,ts+brg13+mn4/6+rc(0.20,8)+link,91.10,96.44,92.62,62.61,6.67,1.50,32.95,1607
1,236,ts+brg13+mn4/6+rc(0.20,15),93.24,96.80,94.54,53.44,6.67,1.70,34.95,1627
1,237,ts+brg13+mn4/6+rc(0.20,15)+link,93.24,96.80,94.26,53.67,6.67,1.70,34.85,1622
1,238,ts+brg13+mn3/5,96.09,97.15,93.44,58.26,6.67,1.80,38.86,1792
1,239,ts+brg13+mn3/5+link,95.73,97.15,93.44,58.72,6.67,1.80,38.86,1788
1,240,ts+brg13+mn3/5+rc(0.05,8),95.73,97.15,93.44,58.26,6.67,1.80,38.86,1794
1,241,ts+brg13+mn3/5+rc(0.05,8)+link,95.37,97.15,93.44,58.72,6.67,1.80,38.86,1790
1,242,ts+brg13+mn3/5+rc(0.05,15),96.09,97.15,93.44,57.80,3.33,1.80,39.35,1761
1,243,ts+brg13+mn3/5+rc(0.05,15)+link,96.09,97.15,93.44,58.26,3.33,1.80,39.35,1757
1,244,ts+brg13+mn3/5+rc(0.10,8),95.73,97.15,93.72,57.80,6.67,1.80,38.80,1796
