t_s,obj,class,az_deg,dist_m,vis
6.9,1,train,160.7,15.81,1
7.0,1,train,162.5,17.40,1
7.1,1,train,164.0,19.00,1
7.2,1,train,165.3,20.62,1
7.3,1,train,166.4,22.24,1
7.4,1,train,167.3,23.86,1
7.5,1,train,168.1,25.50,1
7.6,1,train,168.9,27.13,1
7.7,1,train,169.5,28.77,1
7.8,1,train,170.1,30.41,1
7.9,1,train,170.6,32.06,1
8.0,1,train,171.1,33.71,1
8.1,1,train,171.5,35.36,1
8.2,1,train,171.9,37.01,1
8.3,1,train,172.2,38.66,1
8.4,1,train,172.5,40.31,1
8.5,1,train,172.8,41.97,1
8.6,1,train,173.1,43.62,1
8.7,1,train,173.4,45.28,1
8.8,1,train,173.6,46.93,1
8.9,1,train,173.8,48.59,1
9.0,1,train,174.0,50.25,1
9.1,1,train,174.2,51.91,1
9.2,1,train,174.4,53.57,1
9.3,1,train,174.6,55.23,1
9.4,1,train,174.7,56.89,1
9.5,1,train,174.9,58.55,1
9.6,1,train,175.0,60.21,1
9.7,1,train,175.1,61.87,1
9.8,1,train,175.3,63.53,1
9.9,1,train,175.4,65.19,1
0.4,2,train,2.4,113.44,1
0.5,2,train,2.4,111.78,1
0.6,2,train,2.5,110.11,1
0.7,2,train,2.5,108.45,1
0.8,2,train,2.6,106.78,1
0.9,2,train,2.6,105.12,1
1.0,2,train,2.6,103.45,1
1.1,2,train,2.7,101.79,1
1.2,2,train,2.7,100.12,1
1.3,2,train,2.8,98.46,1
1.4,2,train,2.8,96.80,1
1.5,2,train,2.9,95.13,1
1.6,2,train,2.9,93.47,1
1.7,2,train,3.0,91.80,1
1.8,2,train,3.0,90.14,1
1.9,2,train,3.1,88.47,1
2.0,2,train,3.1,86.81,1
2.1,2,train,3.2,85.15,1
2.2,2,train,3.3,83.48,1
2.3,2,train,3.3,81.82,1
2.4,2,train,3.4,80.16,1
2.5,2,train,3.5,78.49,1
2.6,2,train,3.6,76.83,1
2.7,2,train,3.6,75.17,1
2.8,2,train,3.7,73.50,1
2.9,2,train,3.8,71.84,1
3.0,2,train,3.9,70.18,1
3.1,2,train,4.0,68.52,1
3.2,2,train,4.1,66.85,1
3.3,2,train,4.2,65.19,1
3.4,2,train,4.3,63.53,1
3.5,2,train,4.4,61.87,1
3.6,2,train,4.5,60.21,1
3.7,2,train,4.7,58.55,1
3.8,2,train,4.8,56.89,1
3.9,2,train,4.9,55.23,1
4.0,2,train,5.1,53.57,1
4.1,2,train,5.3,51.91,1
