half,idx,label,strong,crit,caut,safe,lead,lead25,n_fire
1,16,brg5+mn4/6+rc(0.05,8),79.19,93.96,91.35,73.96,1.50,31.77,1692
1,17,brg5+mn4/6+rc(0.05,8)+link,79.87,94.63,91.35,73.96,1.50,31.67,1698
1,18,brg5+mn4/6+rc(0.05,15),81.54,93.96,91.60,73.70,1.60,33.12,1721
1,19,brg5+mn4/6+rc(0.05,15)+link,81.88,94.63,91.60,73.70,1.60,33.02,1727
1,20,brg5+mn4/6+rc(0.10,8),79.53,93.96,91.35,73.96,1.50,31.92,1694
1,21,brg5+mn4/6+rc(0.10,8)+link,80.20,94.63,91.35,73.96,1.50,31.83,1700
1,22,brg5+mn4/6+rc(0.10,15),83.89,93.96,91.86,71.09,1.70,36.04,1779
1,23,brg5+mn4/6+rc(0.10,15)+link,84.23,94.63,91.86,71.09,1.70,35.93,1785
1,24,brg5+mn4/6+rc(0.20,8),83.22,93.96,91.35,73.70,1.50,31.77,1697
1,25,brg5+mn4/6+rc(0.20,8)+link,83.56,94.63,91.35,73.70,1.50,31.67,1703
1,26,brg5+mn4/6+rc(0.20,15),88.93,94.30,93.13,61.46,1.80,35.86,1808
1,27,brg5+mn4/6+rc(0.20,15)+link,88.93,94.97,93.13,61.46,1.80,35.75,1812
1,28,brg5+mn3/5,84.23,95.30,92.11,65.62,1.90,39.47,1938
1,29,brg5+mn3/5+link,84.56,95.64,92.37,65.89,1.90,39.35,1942
1,30,brg5+mn3/5+rc(0.05,8),85.23,95.30,92.37,65.62,1.90,39.72,1948
1,31,brg5+mn3/5+rc(0.05,8)+link,85.57,95.64,92.62,65.89,1.90,39.60,1952
1,32,brg5+mn3/5+rc(0.05,15),86.91,95.30,92.62,64.84,1.90,40.90,1985
1,33,brg5+mn3/5+rc(0.05,15)+link,87.25,95.64,92.88,65.10,1.90,40.77,1989
1,34,brg5+mn3/5+rc(0.10,8),85.57,95.30,92.37,65.36,1.90,39.88,1955
1,35,brg5+mn3/5+rc(0.10,8)+link,85.91,95.64,92.62,65.62,1.90,39.75,1959
1,36,brg5+mn3/5+rc(0.10,15),88.93,95.97,92.88,61.98,1.90,42.40,2048
1,37,brg5+mn3/5+rc(0.10,15)+link,89.26,96.31,93.13,61.98,1.90,42.42,2053
1,38,brg5+mn3/5+rc(0.20,8),87.58,95.30,92.37,65.36,1.90,39.88,1947
1,39,brg5+mn3/5+rc(0.20,8)+link,87.92,95.64,92.62,65.62,1.90,39.75,1951
1,40,brg5+mn3/5+rc(0.20,15),90.94,96.31,94.66,53.12,2.00,42.49,2052
1,41,brg5+mn3/5+rc(0.20,15)+link,91.28,96.64,94.66,52.86,2.00,42.58,2056
1,42,brg9+mn4/4,84.23,94.63,92.88,70.31,1.70,36.01,1619
1,43,brg9+mn4/4+link,84.56,94.97,93.13,70.31,1.70,35.90,1624
1,44,brg9+mn4/4+rc(0.05,8),84.56,94.63,92.88,70.31,1.70,36.01,1618
1,45,brg9+mn4/4+rc(0.05,8)+link,84.90,94.97,93.13,70.31,1.70,35.90,1623
1,46,brg9+mn4/4+rc(0.05,15),85.57,94.63,92.88,70.05,1.70,37.25,1624
1,47,brg9+mn4/4+rc(0.05,15)+link,85.91,94.97,93.13,70.05,1.70,37.13,1629
1,48,brg9+mn4/4+rc(0.10,8),84.90,94.63,92.88,70.31,1.70,36.48,1618
1,49,brg9+mn4/4+rc(0.10,8)+link,85.23,94.97,93.13,70.31,1.70,36.36,1623
1,50,brg9+mn4/4+rc(0.10,15),87.25,94.63,93.64,66.41,1.80,38.46,1640
1,51,brg9+mn4/4+rc(0.10,15)+link,87.58,94.97,93.89,66.41,1.80,38.34,1645
1,52,brg9+mn4/4+rc(0.20,8),86.24,94.63,92.88,70.05,1.70,36.17,1620
1,53,brg9+mn4/4+rc(0.20,8)+link,86.58,94.97,93.13,70.05,1.70,36.06,1625
1,54,brg9+mn4/4+rc(0.20,15),89.60,94.97,94.40,59.64,1.90,38.99,1635
1,55,brg9+mn4/4+rc(0.20,15)+link,89.60,95.30,94.66,59.38,1.90,38.87,1638
1,56,brg9+mn4/6,85.91,95.30,93.38,68.75,1.80,38.10,1719
1,57,brg9+mn4/6+link,86.58,95.64,93.64,68.75,1.80,37.98,1724
1,58,brg9+mn4/6+rc(0.05,8),85.91,95.30,93.38,68.75,1.80,38.25,1721
1,59,brg9+mn4/6+rc(0.05,8)+link,86.58,95.64,93.64,68.75,1.80,38.13,1726
1,60,brg9+mn4/6+rc(0.05,15),86.91,95.30,93.38,68.49,1.90,39.78,1740
1,61,brg9+mn4/6+rc(0.05,15)+link,87.58,95.64,93.64,68.49,1.90,39.66,1745
1,62,brg9+mn4/6+rc(0.10,8),86.91,95.30,93.38,68.75,1.80,38.56,1721
1,63,brg9+mn4/6+rc(0.10,8)+link,87.58,95.64,93.64,68.75,1.80,38.44,1726
1,64,brg9+mn4/6+rc(0.10,15),88.59,95.64,94.15,65.62,1.90,41.22,1746
1,65,brg9+mn4/6+rc(0.10,15)+link,89.26,95.97,94.40,65.62,1.90,41.10,1751
1,66,brg9+mn4/6+rc(0.20,8),88.26,95.30,93.38,68.49,1.80,38.25,1720
1,67,brg9+mn4/6+rc(0.20,8)+link,88.93,95.64,93.64,68.49,1.80,38.13,1725
1,68,brg9+mn4/6+rc(0.20,15),90.27,95.64,94.66,57.55,2.00,41.25,1736
1,69,brg9+mn4/6+rc(0.20,15)+link,90.60,95.97,94.91,57.29,2.00,41.12,1739
1,70,brg9+mn3/5,91.95,95.64,93.89,64.06,2.20,43.73,1897
1,71,brg9+mn3/5+link,92.28,95.97,94.15,64.32,2.20,43.60,1901
1,72,brg9+mn3/5+rc(0.05,8),91.95,95.64,93.89,64.06,2.20,43.73,1901
1,73,brg9+mn3/5+rc(0.05,8)+link,92.28,95.97,94.15,64.32,2.20,43.60,1905
1,74,brg9+mn3/5+rc(0.05,15),92.62,95.97,94.40,63.28,2.20,45.05,1919
1,75,brg9+mn3/5+rc(0.05,15)+link,92.95,96.31,94.66,63.54,2.20,45.07,1923
1,76,brg9+mn3/5+rc(0.10,8),92.62,95.64,93.89,64.06,2.20,43.73,1897
1,77,brg9+mn3/5+rc(0.10,8)+link,92.95,95.97,94.15,64.32,2.20,43.60,1901
1,78,brg9+mn3/5+rc(0.10,15),93.62,96.31,94.91,60.42,2.30,45.91,1914
1,79,brg9+mn3/5+rc(0.10,15)+link,93.96,96.64,95.17,60.68,2.30,45.92,1918
1,80,brg9+mn3/5+rc(0.20,8),93.29,95.97,93.89,64.06,2.20,43.51,1893
1,81,brg9+mn3/5+rc(0.20,8)+link,93.62,96.31,94.15,64.32,2.20,43.38,1897
1,82,brg9+mn3/5+rc(0.20,15),94.30,96.64,94.91,51.82,2.30,46.14,1899
1,83,brg9+mn3/5+rc(0.20,15)+link,94.30,96.98,95.17,52.08,2.30,46.15,1902
1,84,brg13+mn4/4,85.57,95.30,93.38,69.01,1.70,37.48,1601
1,85,brg13+mn4/4+link,85.91,95.97,93.64,69.27,1.70,37.46,1604
1,86,brg13+mn4/4+rc(0.05,8),85.57,95.30,93.38,69.01,1.70,37.63,1595
1,87,brg13+mn4/4+rc(0.05,8)+link,85.91,95.97,93.64,69.27,1.70,37.61,1598
1,88,brg13+mn4/4+rc(0.05,15),86.91,95.64,93.64,67.97,1.80,38.59,1591
1,89,brg13+mn4/4+rc(0.05,15)+link,87.25,96.31,93.89,68.23,1.80,38.57,1594
1,90,brg13+mn4/4+rc(0.10,8),85.57,95.30,93.38,69.01,1.70,37.63,1597
1,91,brg13+mn4/4+rc(0.10,8)+link,85.91,95.97,93.64,69.27,1.70,37.61,1600
1,92,brg13+mn4/4+rc(0.10,15),88.26,96.31,94.15,65.36,1.90,39.73,1600
1,93,brg13+mn4/4+rc(0.10,15)+link,88.59,96.64,94.66,65.62,1.90,39.70,1603
1,94,brg13+mn4/4+rc(0.20,8),87.92,95.30,93.38,69.53,1.70,37.48,1595
1,95,brg13+mn4/4+rc(0.20,8)+link,87.92,95.97,93.64,69.79,1.70,37.46,1598
1,96,brg13+mn4/4+rc(0.20,15),91.95,96.31,93.89,57.55,1.90,40.24,1609
1,97,brg13+mn4/4+rc(0.20,15)+link,92.28,96.64,94.40,58.07,1.90,40.21,1610
1,98,brg13+mn4/6,86.58,95.30,93.64,68.23,1.80,39.72,1697
1,99,brg13+mn4/6+link,87.25,95.97,93.89,68.49,1.80,39.69,1700
1,100,brg13+mn4/6+rc(0.05,8),86.58,95.30,93.64,68.23,1.80,39.57,1690
1,101,brg13+mn4/6+rc(0.05,8)+link,87.25,95.97,93.89,68.49,1.80,39.54,1693
1,102,brg13+mn4/6+rc(0.05,15),87.92,95.64,93.89,66.93,1.90,40.83,1695
1,103,brg13+mn4/6+rc(0.05,15)+link,88.59,96.31,94.15,67.19,1.90,40.79,1698
1,104,brg13+mn4/6+rc(0.10,8),86.58,95.64,93.64,68.23,1.80,39.66,1690
1,105,brg13+mn4/6+rc(0.10,8)+link,87.25,96.31,93.89,68.49,1.80,39.63,1693
1,106,brg13+mn4/6+rc(0.10,15),88.93,96.31,94.40,64.06,2.00,41.79,1698
1,107,brg13+mn4/6+rc(0.10,15)+link,89.60,96.64,94.91,64.32,2.00,41.75,1701
1,108,brg13+mn4/6+rc(0.20,8),88.26,95.64,93.64,68.75,1.80,39.51,1689
1,109,brg13+mn4/6+rc(0.20,8)+link,88.59,96.31,93.89,69.01,1.80,39.48,1692
1,110,brg13+mn4/6+rc(0.20,15),92.62,96.31,94.40,56.51,2.00,42.40,1702
1,111,brg13+mn4/6+rc(0.20,15)+link,93.29,96.64,94.91,57.03,2.00,42.36,1702
1,112,brg13+mn3/5,92.28,96.64,94.40,62.24,2.10,44.46,1851
1,113,brg13+mn3/5+link,92.28,97.32,94.66,62.76,2.15,44.56,1855
1,114,brg13+mn3/5+rc(0.05,8),92.28,96.64,94.40,62.24,2.10,44.31,1845
1,115,brg13+mn3/5+rc(0.05,8)+link,92.28,97.32,94.66,62.76,2.10,44.41,1849
1,116,brg13+mn3/5+rc(0.05,15),92.95,96.98,94.40,61.20,2.20,45.76,1844
1,117,brg13+mn3/5+rc(0.05,15)+link,93.29,97.65,94.66,61.72,2.20,45.85,1848
1,118,brg13+mn3/5+rc(0.10,8),92.62,96.64,94.40,62.24,2.10,44.16,1845
1,119,brg13+mn3/5+rc(0.10,8)+link,92.62,97.32,94.66,62.76,2.10,44.26,1849
1,120,brg13+mn3/5+rc(0.10,15),93.29,96.98,94.66,58.85,2.20,45.69,1835
1,121,brg13+mn3/5+rc(0.10,15)+link,93.29,97.65,94.91,59.38,2.25,45.78,1839
1,122,brg13+mn3/5+rc(0.20,8),92.95,96.64,94.40,62.24,2.10,44.01,1844
1,123,brg13+mn3/5+rc(0.20,8)+link,92.95,97.32,94.66,62.76,2.15,44.11,1848
1,124,brg13+mn3/5+rc(0.20,15),95.30,96.98,94.66,49.48,2.30,46.29,1845
1,125,brg13+mn3/5+rc(0.20,15)+link,95.30,97.65,94.91,49.74,2.30,46.39,1847
1,126,ts+brg5+mn4/4,74.16,93.29,88.04,78.91,1.20,27.40,1479
1,127,ts+brg5+mn4/4+link,74.16,93.96,88.04,78.91,1.20,27.32,1483
1,128,ts+brg5+mn4/4+rc(0.05,8),74.16,93.29,88.04,78.91,1.20,27.40,1483
1,129,ts+brg5+mn4/4+rc(0.05,8)+link,74.16,93.96,88.04,78.91,1.20,27.32,1487
1,130,ts+brg5+mn4/4+rc(0.05,15),75.17,93.29,88.04,78.39,1.25,29.01,1500
1,131,ts+brg5+mn4/4+rc(0.05,15)+link,75.17,93.96,88.04,78.39,1.25,28.91,1504
1,132,ts+brg5+mn4/4+rc(0.10,8),75.17,93.29,88.04,78.91,1.20,27.56,1489
1,133,ts+brg5+mn4/4+rc(0.10,8)+link,75.17,93.96,88.04,78.91,1.20,27.48,1493
1,134,ts+brg5+mn4/4+rc(0.10,15),80.20,93.29,88.55,76.82,1.40,30.35,1549
1,135,ts+brg5+mn4/4+rc(0.10,15)+link,80.54,93.96,88.55,76.82,1.40,30.25,1553
1,136,ts+brg5+mn4/4+rc(0.20,8),77.52,93.29,88.04,78.12,1.20,27.72,1493
1,137,ts+brg5+mn4/4+rc(0.20,8)+link,77.52,93.96,88.04,78.12,1.20,27.64,1497
1,138,ts+brg5+mn4/4+rc(0.20,15),84.56,92.95,91.09,65.89,1.50,31.81,1586
1,139,ts+brg5+mn4/4+rc(0.20,15)+link,84.90,93.62,91.09,65.89,1.50,31.71,1589
1,140,ts+brg5+mn4/6,76.17,93.62,90.08,75.00,1.50,31.91,1654
1,141,ts+brg5+mn4/6+link,76.51,94.30,90.08,75.00,1.50,31.81,1658
1,142,ts+brg5+mn4/6+rc(0.05,8),76.17,93.62,90.08,75.00,1.50,32.07,1663
1,143,ts+brg5+mn4/6+rc(0.05,8)+link,76.51,94.30,90.08,75.00,1.50,31.97,1667
1,144,ts+brg5+mn4/6+rc(0.05,15),79.19,93.62,90.33,74.48,1.60,32.97,1695
1,145,ts+brg5+mn4/6+rc(0.05,15)+link,79.19,94.30,90.33,74.48,1.60,32.86,1699
1,146,ts+brg5+mn4/6+rc(0.10,8),77.18,93.62,90.08,75.00,1.50,32.39,1671
1,147,ts+brg5+mn4/6+rc(0.10,8)+link,77.52,94.30,90.08,75.00,1.50,32.28,1675
1,148,ts+brg5+mn4/6+rc(0.10,15),83.22,93.62,90.33,71.88,1.70,36.28,1751
1,149,ts+brg5+mn4/6+rc(0.10,15)+link,83.22,94.30,90.33,71.88,1.70,36.16,1755
1,150,ts+brg5+mn4/6+rc(0.20,8),80.54,93.62,90.33,74.48,1.55,32.33,1675
1,151,ts+brg5+mn4/6+rc(0.20,8)+link,80.54,94.30,90.33,74.48,1.55,32.23,1679
1,152,ts+brg5+mn4/6+rc(0.20,15),86.91,93.96,92.62,61.72,1.80,36.18,1792
1,153,ts+brg5+mn4/6+rc(0.20,15)+link,86.58,94.63,92.62,61.72,1.80,36.07,1795
1,154,ts+brg5+mn3/5,83.89,94.97,92.11,66.15,1.80,39.38,1923
1,155,ts+brg5+mn3/5+link,83.89,95.64,92.11,66.41,1.80,39.26,1926
1,156,ts+brg5+mn3/5+rc(0.05,8),84.56,94.97,92.11,66.15,1.80,39.38,1933
1,157,ts+brg5+mn3/5+rc(0.05,8)+link,84.56,95.64,92.11,66.41,1.80,39.26,1936
1,158,ts+brg5+mn3/5+rc(0.05,15),85.91,94.97,92.37,65.36,1.90,40.56,1966
1,159,ts+brg5+mn3/5+rc(0.05,15)+link,85.91,95.64,92.37,65.62,1.90,40.43,1969
1,160,ts+brg5+mn3/5+rc(0.10,8),85.91,94.97,92.11,65.62,1.80,39.53,1943
1,161,ts+brg5+mn3/5+rc(0.10,8)+link,85.91,95.64,92.11,65.89,1.80,39.41,1946
1,162,ts+brg5+mn3/5+rc(0.10,15),88.26,95.30,92.62,62.50,1.90,42.13,2029
1,163,ts+brg5+mn3/5+rc(0.10,15)+link,88.26,95.97,92.62,62.76,1.90,42.15,2032
1,164,ts+brg5+mn3/5+rc(0.20,8),87.25,94.97,92.11,65.62,1.90,39.84,1939
1,165,ts+brg5+mn3/5+rc(0.20,8)+link,87.25,95.64,92.11,65.89,1.90,39.72,1942
1,166,ts+brg5+mn3/5+rc(0.20,15),90.27,95.97,94.40,54.17,2.00,42.01,2048
1,167,ts+brg5+mn3/5+rc(0.20,15)+link,90.27,96.64,94.15,54.17,2.00,42.10,2050
1,168,ts+brg9+mn4/4,81.88,93.96,92.11,70.83,1.70,36.92,1590
1,169,ts+brg9+mn4/4+link,81.88,94.30,92.37,70.83,1.70,36.80,1595
1,170,ts+brg9+mn4/4+rc(0.05,8),82.21,93.96,92.11,70.83,1.70,36.92,1596
1,171,ts+brg9+mn4/4+rc(0.05,8)+link,82.21,94.30,92.37,70.83,1.70,36.80,1601
1,172,ts+brg9+mn4/4+rc(0.05,15),83.56,94.30,92.11,70.57,1.80,37.79,1604
1,173,ts+brg9+mn4/4+rc(0.05,15)+link,83.56,94.63,92.37,70.57,1.80,37.67,1609
1,174,ts+brg9+mn4/4+rc(0.10,8),82.89,93.96,92.11,70.83,1.70,37.23,1592
1,175,ts+brg9+mn4/4+rc(0.10,8)+link,82.89,94.30,92.37,70.83,1.70,37.11,1597
1,176,ts+brg9+mn4/4+rc(0.10,15),85.91,94.30,93.13,66.93,1.80,38.02,1614
1,177,ts+brg9+mn4/4+rc(0.10,15)+link,85.91,94.63,93.38,66.93,1.80,37.90,1619
1,178,ts+brg9+mn4/4+rc(0.20,8),84.23,94.30,92.11,70.31,1.70,36.86,1588
1,179,ts+brg9+mn4/4+rc(0.20,8)+link,84.23,94.63,92.37,70.31,1.70,36.74,1593
1,180,ts+brg9+mn4/4+rc(0.20,15),87.92,94.63,93.89,60.42,1.90,38.56,1604
1,181,ts+brg9+mn4/4+rc(0.20,15)+link,87.92,94.97,94.15,60.16,1.90,38.44,1608
1,182,ts+brg9+mn4/6,82.55,94.63,92.88,69.01,1.80,38.64,1702
1,183,ts+brg9+mn4/6+link,82.89,94.97,93.13,69.01,1.80,38.52,1707
1,184,ts+brg9+mn4/6+rc(0.05,8),82.55,94.63,92.88,69.01,1.80,38.64,1707
1,185,ts+brg9+mn4/6+rc(0.05,8)+link,82.89,94.97,93.13,69.01,1.80,38.52,1712
1,186,ts+brg9+mn4/6+rc(0.05,15),83.89,94.97,92.88,68.75,1.90,39.81,1717
1,187,ts+brg9+mn4/6+rc(0.05,15)+link,84.23,95.30,93.13,68.75,1.90,39.69,1722
1,188,ts+brg9+mn4/6+rc(0.10,8),83.22,94.63,92.88,69.27,1.80,38.95,1702
1,189,ts+brg9+mn4/6+rc(0.10,8)+link,83.56,94.97,93.13,69.27,1.80,38.83,1707
1,190,ts+brg9+mn4/6+rc(0.10,15),86.24,95.30,93.64,65.89,1.95,40.95,1730
1,191,ts+brg9+mn4/6+rc(0.10,15)+link,86.58,95.64,93.89,65.89,1.95,40.83,1735
1,192,ts+brg9+mn4/6+rc(0.20,8),85.23,94.97,92.88,68.75,1.80,38.58,1695
1,193,ts+brg9+mn4/6+rc(0.20,8)+link,85.57,95.30,93.13,68.75,1.80,38.46,1700
1,194,ts+brg9+mn4/6+rc(0.20,15),88.26,95.30,94.15,58.33,1.90,40.67,1706
1,195,ts+brg9+mn4/6+rc(0.20,15)+link,88.59,95.64,94.40,58.07,1.90,40.55,1710
1,196,ts+brg9+mn3/5,90.94,96.64,93.89,63.54,2.10,43.38,1903
1,197,ts+brg9+mn3/5+link,90.94,97.32,94.15,64.06,2.10,43.18,1906
1,198,ts+brg9+mn3/5+rc(0.05,8),90.94,96.64,93.89,63.54,2.10,43.53,1907
1,199,ts+brg9+mn3/5+rc(0.05,8)+link,90.94,97.32,94.15,64.06,2.10,43.33,1910
1,200,ts+brg9+mn3/5+rc(0.05,15),91.61,96.64,94.40,62.76,2.20,44.16,1914
1,201,ts+brg9+mn3/5+rc(0.05,15)+link,91.61,97.32,94.66,63.28,2.20,44.11,1917
1,202,ts+brg9+mn3/5+rc(0.10,8),91.61,96.64,93.89,63.80,2.10,43.38,1899
1,203,ts+brg9+mn3/5+rc(0.10,8)+link,91.61,97.32,94.15,64.32,2.10,43.18,1902
1,204,ts+brg9+mn3/5+rc(0.10,15),92.62,96.98,94.91,60.68,2.20,45.32,1911
1,205,ts+brg9+mn3/5+rc(0.10,15)+link,92.62,97.65,95.17,61.20,2.20,45.26,1914
1,206,ts+brg9+mn3/5+rc(0.20,8),91.95,96.64,93.89,63.80,2.10,43.23,1890
1,207,ts+brg9+mn3/5+rc(0.20,8)+link,91.95,97.32,94.15,64.32,2.10,43.03,1893
1,208,ts+brg9+mn3/5+rc(0.20,15),93.29,96.64,94.91,52.08,2.20,45.39,1880
1,209,ts+brg9+mn3/5+rc(0.20,15)+link,92.95,97.32,95.17,52.60,2.20,45.33,1882
1,210,ts+brg13+mn4/4,84.56,95.64,93.13,70.57,1.70,37.33,1575
1,211,ts+brg13+mn4/4+link,84.56,96.31,93.13,70.83,1.70,37.37,1578
1,212,ts+brg13+mn4/4+rc(0.05,8),84.90,95.64,93.13,70.57,1.70,37.33,1572
1,213,ts+brg13+mn4/4+rc(0.05,8)+link,84.90,96.31,93.13,70.83,1.70,37.37,1575
1,214,ts+brg13+mn4/4+rc(0.05,15),85.57,95.64,93.13,69.53,1.80,38.56,1566
1,215,ts+brg13+mn4/4+rc(0.05,15)+link,85.57,96.31,93.13,69.79,1.80,38.59,1569
1,216,ts+brg13+mn4/4+rc(0.10,8),84.90,95.64,93.13,70.57,1.70,37.17,1571
1,217,ts+brg13+mn4/4+rc(0.10,8)+link,84.90,96.31,93.13,70.83,1.70,37.21,1574
1,218,ts+brg13+mn4/4+rc(0.10,15),87.25,95.64,93.64,66.41,1.90,39.20,1574
1,219,ts+brg13+mn4/4+rc(0.10,15)+link,87.25,96.31,93.64,66.67,1.90,39.24,1577
1,220,ts+brg13+mn4/4+rc(0.20,8),86.58,95.30,93.13,70.83,1.75,37.23,1568
1,221,ts+brg13+mn4/4+rc(0.20,8)+link,86.58,95.97,93.13,71.09,1.75,37.27,1571
1,222,ts+brg13+mn4/4+rc(0.20,15),90.94,95.30,93.64,58.33,1.90,39.72,1583
1,223,ts+brg13+mn4/4+rc(0.20,15)+link,90.94,95.97,93.64,58.59,1.90,39.76,1585
1,224,ts+brg13+mn4/6,85.57,95.97,93.38,68.49,1.80,38.44,1683
1,225,ts+brg13+mn4/6+link,85.91,96.64,93.38,68.75,1.80,38.47,1686
1,226,ts+brg13+mn4/6+rc(0.05,8),85.91,95.97,93.38,68.49,1.80,38.44,1677
1,227,ts+brg13+mn4/6+rc(0.05,8)+link,86.24,96.64,93.38,68.75,1.80,38.47,1680
1,228,ts+brg13+mn4/6+rc(0.05,15),86.58,95.97,93.38,67.71,1.90,40.28,1675
1,229,ts+brg13+mn4/6+rc(0.05,15)+link,86.91,96.64,93.38,67.97,1.90,40.31,1678
1,230,ts+brg13+mn4/6+rc(0.10,8),85.91,95.97,93.38,68.75,1.80,38.44,1672
1,231,ts+brg13+mn4/6+rc(0.10,8)+link,86.24,96.64,93.38,69.01,1.80,38.47,1675
1,232,ts+brg13+mn4/6+rc(0.10,15),87.92,95.64,93.89,65.36,2.00,40.98,1674
1,233,ts+brg13+mn4/6+rc(0.10,15)+link,88.26,96.31,93.89,65.62,2.00,41.01,1677
1,234,ts+brg13+mn4/6+rc(0.20,8),87.25,95.64,93.38,69.01,1.80,38.50,1671
1,235,ts+brg13+mn4/6+rc(0.20,8)+link,87.58,96.31,93.38,69.27,1.80,38.53,1674
1,236,ts+brg13+mn4/6+rc(0.20,15),91.61,95.30,93.89,57.55,2.00,41.50,1675
1,237,ts+brg13+mn4/6+rc(0.20,15)+link,91.95,95.97,93.89,57.81,2.00,41.53,1676
1,238,ts+brg13+mn3/5,91.61,96.31,94.15,63.80,2.10,43.38,1838
1,239,ts+brg13+mn3/5+link,91.28,97.32,94.40,64.06,2.10,43.42,1844
1,240,ts+brg13+mn3/5+rc(0.05,8),91.61,96.31,94.15,63.80,2.10,43.23,1834
1,241,ts+brg13+mn3/5+rc(0.05,8)+link,91.28,97.32,94.40,64.06,2.10,43.27,1840
1,242,ts+brg13+mn3/5+rc(0.05,15),92.62,96.31,94.40,63.02,2.20,44.53,1828
1,243,ts+brg13+mn3/5+rc(0.05,15)+link,92.28,97.32,94.66,63.28,2.20,44.56,1834
1,244,ts+brg13+mn3/5+rc(0.10,8),91.95,96.31,94.40,64.06,2.10,43.01,1830
1,245,ts+brg13+mn3/5+rc(0.10,8)+link,91.61,97.32,94.66,64.32,2.10,43.05,1836
1,246,ts+brg13+mn3/5+rc(0.10,15),92.62,96.31,94.66,60.16,2.20,44.31,1818
1,247,ts+brg13+mn3/5+rc(0.10,15)+link,92.28,97.32,94.91,60.42,2.20,44.34,1824
1,248,ts+brg13+mn3/5+rc(0.20,8),92.28,95.97,94.40,64.58,2.10,43.23,1825
1,249,ts+brg13+mn3/5+rc(0.20,8)+link,91.95,96.98,94.66,64.84,2.10,43.27,1831
1,250,ts+brg13+mn3/5+rc(0.20,15),94.97,96.31,94.66,52.60,2.20,45.37,1811
1,251,ts+brg13+mn3/5+rc(0.20,15)+link,94.63,96.98,95.17,52.86,2.20,45.40,1814
